DEPTH_MD,GROUP,FORMATION,CALI,RHOB,NPHI,DTC,BS,LITHOLOGY
1164.544,HORDALAND GP.,Utsira Fm.,17.792552948,1.941509366,0.5470405221,142.67749023,17.5,65000
1164.696,HORDALAND GP.,Utsira Fm.,17.694555283,1.9323114157,0.5281368494,141.16174316,17.5,65000
1164.848,HORDALAND GP.,Utsira Fm.,17.804920197,1.9330482483,0.526928544,141.99015808,17.5,65000
1165.0,HORDALAND GP.,Utsira Fm.,17.937206268,1.9399092197,0.5418675542,141.80052185,17.5,65000
1165.152,HORDALAND GP.,Utsira Fm.,17.941215515,1.9506587982,0.5556722283,143.11219788,17.5,65000
1165.304,HORDALAND GP.,Utsira Fm.,17.945224762,1.9585329294,0.5565824509,142.71063232,17.5,65000
1165.456,HORDALAND GP.,Utsira Fm.,17.876155853,1.9654070139,0.548558414,141.46029663,17.5,65000
1165.608,HORDALAND GP.,Utsira Fm.,17.694993973,1.9703915119,0.5416576266,140.09710693,17.5,65000
1165.76,HORDALAND GP.,Utsira Fm.,17.632484436,1.9732151031,0.5407671332,139.03739929,17.5,65000
1165.912,HORDALAND GP.,Utsira Fm.,17.59069252,1.9788330793,0.5510933399,137.98950195,17.5,65000
1166.064,HORDALAND GP.,Utsira Fm.,17.575361252,1.9874145985,0.5816820264,137.49310303,17.5,65000
1166.216,HORDALAND GP.,Utsira Fm.,17.663597107,1.9903377295,0.6049998999,137.11909485,17.5,65000
1166.368,HORDALAND GP.,Utsira Fm.,17.742387772,1.9813294411,0.6045401692,136.77133179,17.5,65000
1166.52,HORDALAND GP.,Utsira Fm.,17.638910294,1.9702315331,0.5896260738,138.38287354,17.5,65000
1166.672,HORDALAND GP.,Utsira Fm.,17.524534225,1.9738475084,0.5742070079,139.13583374,17.5,65000
1166.824,HORDALAND GP.,Utsira Fm.,17.526136398,1.9824109077,0.5667417645,140.50787354,17.5,65000
1166.976,HORDALAND GP.,Utsira Fm.,17.520259857,1.9822297096,0.5671591163,142.00262451,17.5,65000
1167.128,HORDALAND GP.,Utsira Fm.,17.606718063,1.9820744991,0.5870789886,143.0,17.5,65000
1167.28,HORDALAND GP.,Utsira Fm.,17.738142014,1.9915400743,0.6138866544,143.37400818,17.5,65000
1167.432,HORDALAND GP.,Utsira Fm.,17.770145416,2.0092411041,0.6165867448,143.74803162,17.5,65000
1167.584,HORDALAND GP.,Utsira Fm.,17.731868744,2.0117032528,0.5996180177,142.75787354,17.5,65000
1167.736,HORDALAND GP.,Utsira Fm.,17.753797531,2.0059597492,0.5914415717,141.76049805,17.5,65000
1167.888,HORDALAND GP.,Utsira Fm.,17.827362061,2.0042388439,0.6169708371,140.39305115,17.5,65000
1168.04,HORDALAND GP.,Utsira Fm.,17.802804947,2.0093898773,0.6529007554,138.16043091,17.5,65000
1168.192,HORDALAND GP.,Utsira Fm.,17.653465271,2.0134131908,0.6478059292,136.16174316,17.5,65000
1168.344,HORDALAND GP.,Utsira Fm.,17.534988403,2.0047111511,0.5874267817,138.45013428,17.5,65030
1168.496,HORDALAND GP.,Utsira Fm.,17.408748627,1.9923685789,0.5235689282,140.94094849,17.5,65030
1168.648,HORDALAND GP.,Utsira Fm.,17.348819733,1.9905287027,0.523080945,141.12171936,17.5,65030
1168.8,HORDALAND GP.,Utsira Fm.,17.418560028,2.0006742477,0.584444046,141.73194885,17.5,65000
1168.952,HORDALAND GP.,Utsira Fm.,17.460887909,2.0069470406,0.6382886767,140.78149414,17.5,65000
1169.104,HORDALAND GP.,Utsira Fm.,17.529714584,2.0032217503,0.6399722695,139.78411865,17.5,65030
1169.256,HORDALAND GP.,Utsira Fm.,17.599365234,1.994954586,0.601947248,140.05101013,17.5,65030
1169.408,HORDALAND GP.,Utsira Fm.,17.632246017,1.9867856503,0.5705868006,140.36270142,17.5,65030
1169.56,HORDALAND GP.,Utsira Fm.,17.634716034,1.9760919809,0.563111186,140.97375488,17.5,65030
1169.712,HORDALAND GP.,Utsira Fm.,17.591215134,1.9701225758,0.5732287169,141.9553833,17.5,65000
1169.864,HORDALAND GP.,Utsira Fm.,17.511901855,1.963939786,0.5740212798,142.71456909,17.5,65000
1170.016,HORDALAND GP.,Utsira Fm.,17.48541069,1.9658972025,0.5581429601,142.27493286,17.5,65000
1170.168,HORDALAND GP.,Utsira Fm.,17.559158325,1.9714455605,0.5413585901,141.77624512,17.5,65000
1170.32,HORDALAND GP.,Utsira Fm.,17.615711212,1.9776155949,0.5415642858,139.86022949,17.5,65000
1170.472,HORDALAND GP.,Utsira Fm.,17.661527634,1.9849126339,0.5687981248,139.98556519,17.5,65000
1170.624,HORDALAND GP.,Utsira Fm.,17.698184967,1.9890884161,0.5913785696,141.05708313,17.5,65000
1170.776,HORDALAND GP.,Utsira Fm.,17.715337753,1.9950699806,0.5929694176,139.13386536,17.5,65000
1170.928,HORDALAND GP.,Utsira Fm.,17.742609024,1.9957777262,0.5743917227,139.4671936,17.5,65000
1171.08,HORDALAND GP.,Utsira Fm.,17.838853836,1.9898070097,0.5473449826,139.38352966,17.5,65000
1171.232,HORDALAND GP.,Utsira Fm.,17.92080307,1.9799797535,0.5365240574,139.14271545,17.5,65000
1171.384,HORDALAND GP.,Utsira Fm.,17.838794708,1.9915982485,0.5467615724,142.13615417,17.5,65000
1171.536,HORDALAND GP.,Utsira Fm.,17.696937561,2.000556469,0.5528527498,143.06791687,17.5,65000
1171.688,HORDALAND GP.,Utsira Fm.,17.653308868,2.0054516792,0.5430209637,141.62796021,17.5,65000
1171.84,HORDALAND GP.,Utsira Fm.,17.631658554,2.0016658306,0.5398339033,142.41864014,17.5,65000
1171.992,HORDALAND GP.,Utsira Fm.,17.72836113,2.0062158108,0.5670070648,140.89698792,17.5,65000
1172.144,HORDALAND GP.,Utsira Fm.,17.828104019,2.0091938972,0.6027430892,140.97834778,17.5,65000
1172.296,HORDALAND GP.,Utsira Fm.,17.766931534,2.0057549477,0.62367028,140.77230835,17.5,65000
1172.448,HORDALAND GP.,Utsira Fm.,17.70353508,1.9962795973,0.6410327554,141.31758118,17.5,65000
1172.6,HORDALAND GP.,Utsira Fm.,17.627613068,1.989566803,0.6454413533,142.84645081,17.5,65030
1172.752,HORDALAND GP.,Utsira Fm.,17.609619141,1.9939284325,0.6367449164,142.887146,17.5,65030
1172.904,HORDALAND GP.,Utsira Fm.,17.573503494,1.9992666245,0.6334698796,142.76246643,17.5,65030
1173.056,HORDALAND GP.,Utsira Fm.,17.46688652,1.997469902,0.6423413754,141.17913818,17.5,65000
1173.208,HORDALAND GP.,Utsira Fm.,17.420948029,1.9905741215,0.6422989964,140.55249023,17.5,65000
1173.36,HORDALAND GP.,Utsira Fm.,17.440713882,1.9883829355,0.6210753918,139.83070374,17.5,65000
1173.512,HORDALAND GP.,Utsira Fm.,17.415998459,1.9983706474,0.5948137641,141.30708313,17.5,65000
1173.664,HORDALAND GP.,Utsira Fm.,17.39720726,2.0035130978,0.5909848213,139.94750977,17.5,65000
1173.816,HORDALAND GP.,Utsira Fm.,17.440755844,1.982665658,0.6048293114,143.06692505,17.5,65000
1173.968,HORDALAND GP.,Utsira Fm.,17.570953369,1.9511073828,0.6164730787,147.79920959,17.5,65000
1174.12,HORDALAND GP.,Utsira Fm.,17.903718948,1.945394516,0.6262045503,148.15518188,17.5,65000
1174.272,HORDALAND GP.,Utsira Fm.,17.982841492,1.9658870697,0.6188830137,147.24835205,17.5,65000
1174.424,HORDALAND GP.,Utsira Fm.,17.612052917,1.9882124662,0.5978527665,143.84744263,17.5,65000
1174.576,HORDALAND GP.,Utsira Fm.,17.469009399,1.986995697,0.5777866244,138.25558472,17.5,65000
1174.728,HORDALAND GP.,Utsira Fm.,17.438425064,1.9848231077,0.5737480521,138.36875916,17.5,65000
1174.88,HORDALAND GP.,Utsira Fm.,17.475938797,1.9818733931,0.5801873803,140.6653595,17.5,65000
1175.032,HORDALAND GP.,Utsira Fm.,17.620796204,1.980476737,0.5704689026,141.32382202,17.5,65000
1175.184,HORDALAND GP.,Utsira Fm.,17.789499283,1.9805021286,0.557974577,141.91305542,17.5,65000
1175.336,HORDALAND GP.,Utsira Fm.,17.921674728,1.9818496704,0.5569451451,141.78543091,17.5,65000
1175.488,HORDALAND GP.,Utsira Fm.,17.953500748,1.9827817678,0.5715308189,141.10826111,17.5,65000
1175.64,HORDALAND GP.,Utsira Fm.,17.939577103,1.9824424982,0.5993304253,140.78674316,17.5,65000
1175.792,HORDALAND GP.,Utsira Fm.,17.992986679,1.9805272818,0.6077148914,140.96260071,17.5,65000
1175.944,HORDALAND GP.,Utsira Fm.,18.102005005,1.9787729979,0.5821946859,141.84776306,17.5,65000
1176.096,HORDALAND GP.,Utsira Fm.,18.023694992,1.9789807796,0.5305269361,142.63386536,17.5,65000
1176.248,HORDALAND GP.,Utsira Fm.,17.727678299,1.9772937298,0.5190070271,142.11810303,17.5,65000
1176.4,HORDALAND GP.,Utsira Fm.,17.729856491,1.9760278463,0.5669416189,143.15486145,17.5,65000
1176.552,HORDALAND GP.,Utsira Fm.,17.85764122,1.9773763418,0.5968857408,143.6889801,17.5,65000
1176.704,HORDALAND GP.,Utsira Fm.,17.967906952,1.9759714603,0.6211728454,142.60235596,17.5,65000
1176.856,HORDALAND GP.,Utsira Fm.,18.223621368,1.9775283337,0.6348702312,143.83103943,17.5,65000
1177.008,HORDALAND GP.,Utsira Fm.,18.435203552,1.9804583788,0.6451522112,142.77723694,17.5,65000
1177.16,HORDALAND GP.,Utsira Fm.,18.175073624,1.9833536148,0.6159176826,141.67323303,17.5,65000
1177.312,HORDALAND GP.,Utsira Fm.,18.247526169,1.9825347662,0.5700992346,140.36679077,17.5,65000
1177.464,HORDALAND GP.,Utsira Fm.,18.381122589,1.9770054817,0.5422269106,140.84382629,17.5,65000
1177.616,HORDALAND GP.,Utsira Fm.,18.143936157,1.9692893028,0.5564922094,143.25196838,17.5,65000
1177.768,HORDALAND GP.,Utsira Fm.,18.03818512,1.9623318911,0.5896912813,146.40289307,17.5,65000
1177.92,HORDALAND GP.,Utsira Fm.,17.920425415,1.9592157602,0.5859531164,149.23753357,17.5,65000
1178.072,HORDALAND GP.,Utsira Fm.,17.658384323,1.9651846886,0.5589943528,150.5610199,17.5,65000
1178.224,HORDALAND GP.,Utsira Fm.,17.60484314,1.9792453051,0.5596945882,147.71850586,17.5,65000
1178.376,HORDALAND GP.,Utsira Fm.,17.678976059,1.9946424961,0.5906602144,141.76246643,17.5,65000
1178.528,HORDALAND GP.,Utsira Fm.,17.721200943,1.9982079268,0.606672585,136.18307495,17.5,65000
1178.68,HORDALAND GP.,Utsira Fm.,17.877815247,1.9905139208,0.5991535783,135.42520142,17.5,65000
1178.832,HORDALAND GP.,Utsira Fm.,17.91160965,1.9834545851,0.575124681,138.39239502,17.5,65000
1178.984,HORDALAND GP.,Utsira Fm.,18.194063187,1.9801185131,0.5565317273,140.91436768,17.5,65000
1179.136,HORDALAND GP.,Utsira Fm.,18.706111908,1.9776281118,0.5481538773,141.96948242,17.5,65000
1179.288,HORDALAND GP.,Utsira Fm.,18.626930237,1.9752271175,0.5476121902,178.76245117,17.5,65000
1179.44,HORDALAND GP.,Utsira Fm.,18.261556625,1.9728528261,0.5358466506,189.68110657,17.5,65000
1179.592,HORDALAND GP.,Utsira Fm.,18.267930984,1.9721027613,0.5222274065,188.43045044,17.5,65000
1179.744,HORDALAND GP.,Utsira Fm.,18.297849655,1.9721000195,0.5227318406,195.43045044,17.5,65000
1179.896,HORDALAND GP.,Utsira Fm.,17.89781189,1.9721000195,0.5248165727,204.51574707,17.5,65000
1180.048,HORDALAND GP.,Utsira Fm.,17.806632996,1.9721000195,0.5192884207,202.32414246,17.5,65000
1180.2,HORDALAND GP.,Utsira Fm.,17.726203918,1.9721000195,0.5388295054,200.25393677,17.5,65000
1180.352,HORDALAND GP.,Utsira Fm.,17.741441727,1.9721000195,0.5758737326,205.20866394,17.5,65000
1180.504,HORDALAND GP.,Utsira Fm.,18.011894226,1.9721000195,0.5864677429,203.96226501,17.5,65000
1180.656,HORDALAND GP.,Utsira Fm.,18.385938644,1.9721000195,0.5964669585,199.77198792,17.5,65000
1180.808,HORDALAND GP.,Utsira Fm.,18.294343948,1.9721000195,0.5988298059,193.97637939,17.5,65000
1180.96,HORDALAND GP.,Utsira Fm.,18.072763443,1.9721000195,0.6081727743,193.26113892,17.5,65000
1181.112,HORDALAND GP.,Utsira Fm.,18.04517746,1.9721000195,0.5887066126,192.36219788,17.5,65000
1181.264,HORDALAND GP.,Utsira Fm.,17.984636307,1.9721000195,0.5496632457,194.36219788,17.5,65000
1181.416,HORDALAND GP.,Utsira Fm.,18.227247238,1.9721000195,0.5413509011,189.0045929,17.5,65000
1181.568,HORDALAND GP.,Utsira Fm.,18.447595596,1.9721000195,0.555468142,187.37533569,17.5,65000
1181.72,HORDALAND GP.,Utsira Fm.,18.061683655,1.9721000195,0.5867133737,187.35974121,17.5,65000
1181.872,HORDALAND GP.,Utsira Fm.,17.703584671,1.9721000195,0.6051289439,187.17272949,17.5,65000
1182.024,HORDALAND GP.,Utsira Fm.,17.993814468,1.9721000195,0.6004726887,185.91798401,17.5,65000
1182.176,HORDALAND GP.,Utsira Fm.,18.544052124,1.9721000195,0.5839495063,186.05511475,17.5,65000
1182.328,HORDALAND GP.,Utsira Fm.,18.952547073,1.9721000195,0.5672092438,186.80314636,17.5,65000
1182.48,HORDALAND GP.,Utsira Fm.,18.451972961,1.9721000195,0.5693209767,187.73490906,17.5,65000
1182.632,HORDALAND GP.,Utsira Fm.,17.779598236,1.9721000195,0.5703476071,188.73228455,17.5,65000
1182.784,HORDALAND GP.,Utsira Fm.,18.037439346,1.9721000195,0.5743381381,189.54724121,17.5,65000
1182.936,HORDALAND GP.,Utsira Fm.,18.469251633,1.9721000195,0.5696333051,189.5682373,17.5,65000
1183.088,HORDALAND GP.,Utsira Fm.,18.324626923,1.9721000195,0.564186275,189.86219788,17.5,65000
1183.24,HORDALAND GP.,Utsira Fm.,18.20240593,1.9721000195,0.5753500462,190.27067566,17.5,65000
1183.392,HORDALAND GP.,Utsira Fm.,18.364343643,1.9721000195,0.5953874588,190.64468384,17.5,65000
1183.544,HORDALAND GP.,Utsira Fm.,18.102577209,1.9721000195,0.5912598372,191.01870728,17.5,65000
1183.696,HORDALAND GP.,Utsira Fm.,17.756166458,1.9721000195,0.5758957267,190.99113464,17.5,65000
1183.848,HORDALAND GP.,Utsira Fm.,17.890388489,1.9721000195,0.5716132522,190.80413818,17.5,65000
1184.0,HORDALAND GP.,Utsira Fm.,18.128721237,1.9721000195,0.5849835277,190.21850586,17.5,65000
1184.152,HORDALAND GP.,Utsira Fm.,18.005559921,1.9721000195,0.5880078673,190.02941895,17.5,65000
1184.304,HORDALAND GP.,Utsira Fm.,17.885215759,1.9721000195,0.5620319843,190.07096863,17.5,65000
1184.456,HORDALAND GP.,Utsira Fm.,17.96440506,1.9721000195,0.5337074995,190.11253357,17.5,65000
1184.608,HORDALAND GP.,Utsira Fm.,18.067378998,1.9721000195,0.5184343457,190.29954529,17.5,65000
1184.76,HORDALAND GP.,Utsira Fm.,18.241348267,1.9721000195,0.5139144063,189.41864014,17.5,65000
1184.912,HORDALAND GP.,Utsira Fm.,18.490646362,1.9721000195,0.5138111711,188.56692505,17.5,65000
1185.064,HORDALAND GP.,Utsira Fm.,18.446092606,1.9721974134,0.5143275857,188.11613464,17.5,65000
1185.216,HORDALAND GP.,Utsira Fm.,18.841934204,1.9722970724,0.5139606595,187.39830017,17.5,65000
1185.368,HORDALAND GP.,Utsira Fm.,18.821691513,1.9723968506,0.5022839308,186.43995667,17.5,65000
1185.52,HORDALAND GP.,Utsira Fm.,18.788511276,1.9724965096,0.515825808,186.38090515,17.5,65000
1185.672,HORDALAND GP.,Utsira Fm.,18.755329132,1.9725962877,0.5646921992,180.38189697,17.5,65000
1185.824,HORDALAND GP.,Utsira Fm.,18.722146988,1.9726960659,0.6173174977,176.99212646,17.5,65000
1185.976,HORDALAND GP.,Utsira Fm.,18.2390728,1.9727958441,0.6279117465,178.77362061,17.5,65000
1186.128,HORDALAND GP.,Utsira Fm.,18.235954285,1.972895503,0.6015844345,182.6056366,17.5,65000
1186.28,HORDALAND GP.,Utsira Fm.,17.998456955,1.9729952812,0.5754256845,185.33857727,17.5,65000
1186.432,HORDALAND GP.,Utsira Fm.,18.000812531,1.9730949402,0.5740180016,186.08332825,17.5,65000
1186.584,HORDALAND GP.,Utsira Fm.,18.517320633,1.9731947184,0.585329175,186.70603943,17.5,65000
