DEPTH_MD,GROUP,FORMATION,CALI,RHOB,NPHI,DTC,BS,LITHOLOGY
1289.336,3,25,14.606926918,1.7805058956,0.5289137363,153.05610657,2,Sandstone
1289.488,3,25,14.829509735,1.7436363697,0.5385782123,153.06954956,2,Sandstone
1289.64,3,25,14.993730545,1.7267508507,0.531532824,153.00721741,2,Sandstone
1289.792,3,25,15.056215286,1.7322865725,0.5161723495,153.11022949,2,Sandstone
1289.944,3,25,15.114328384,1.7636127472,0.5016412735,151.91601563,2,Sandstone
1290.096,3,25,15.211798668,1.8066854477,0.4853859246,151.53083801,2,Sandstone
1290.248,3,25,15.356415749,1.8205960989,0.4994701147,151.17224121,2,Sandstone
1290.4,3,25,15.569860458,1.7943880558,0.5338423848,151.45176697,2,Sandstone
1290.552,3,25,15.859294891,1.7578663826,0.5498585701,151.17420959,2,Sandstone
1290.704,3,25,16.160131454,1.7460805178,0.5450642705,151.34153748,2,Sandstone
1290.856,3,25,16.442911148,1.7461053133,0.5288825035,151.15911865,2,Sandstone
1291.008,3,25,16.710103989,1.7299348116,0.5319886804,151.25952148,2,Sandstone
1291.16,3,25,16.958101273,1.7159131765,0.5367388725,151.4153595,2,Sandstone
1291.312,3,25,17.165849686,1.7170848846,0.5624741316,151.57119751,2,Sandstone
1291.464,3,25,17.339408875,1.7354227304,0.5908749104,151.72703552,2,Sandstone
1291.616,3,25,17.421442032,1.7469160557,0.586882472,151.53739929,2,Sandstone
1291.768,3,25,17.419368744,1.7488481998,0.5520055294,151.28805542,2,Sandstone
1291.92,3,25,17.382581711,1.7560552359,0.5241043568,151.03869629,2,Sandstone
1292.072,3,25,17.287527084,1.7707858086,0.5291888714,151.10531616,2,Sandstone
1292.224,3,25,17.182271957,1.8021813631,0.5705009103,151.02000427,2,Sandstone
1292.376,3,25,17.116268158,1.8289110661,0.599152863,150.79067993,2,Sandstone
1292.528,3,25,17.08000946,1.8425596952,0.5944070816,150.95864868,2,Sandstone
1292.68,3,25,17.089458466,1.8443272114,0.5662468672,150.47998047,2,Sandstone
1292.832,3,25,17.134153366,1.8323568106,0.5305660963,150.99703979,2,Sandstone
1292.984,3,25,17.217885971,1.8182855844,0.5051518679,151.95176697,2,Sandstone
1293.136,3,25,17.332229614,1.8049485683,0.4963837564,153.67027283,2,Sandstone
1293.288,3,25,17.397346497,1.7986717224,0.5244317651,154.82151794,2,Sandstone
1293.44,3,25,17.433208466,1.7937393188,0.5612257719,156.63780212,2,Sandstone
1293.592,3,25,17.388645172,1.7808642387,0.6035144329,157.30609131,2,Sandstone
1293.744,3,25,17.236328125,1.7453830242,0.6311941147,158.18864441,2,Sandstone
1293.896,3,25,17.047344208,1.7029653788,0.6240724921,158.17224121,2,SandstoneShale
1294.048,3,25,16.714214325,1.6622515917,0.598411262,158.63026428,2,SandstoneShale
1294.2,3,25,16.2186203,1.6371947527,0.5789687037,159.55577087,2,SandstoneShale
1294.352,3,25,15.781517982,1.6252030134,0.5697928071,161.55708313,2,SandstoneShale
1294.504,3,25,15.357936859,1.6429564953,0.5538600683,162.30018616,2,SandstoneShale
1294.656,3,25,14.792373657,1.6878679991,0.5336807966,163.97079468,2,SandstoneShale
1301.04,3,25,12.154698372,2.0217654705,0.4524592757,146.10169983,2,SandstoneShale
1301.192,3,25,12.12280941,2.0050981045,0.4507671297,147.4881897,2,SandstoneShale
1414.888,3,25,13.96572113,2.1295163631,0.5414440036,139.99934387,2,Limestone
1415.04,3,25,13.829253197,2.2040314674,0.5316879749,120.71784973,2,Limestone
1415.192,3,25,13.570147514,2.1784706116,0.4906641543,113.89911652,2,Limestone
1428.72,3,25,14.04224968,2.1038527489,0.5761318803,131.93110657,2,Limestone
1428.872,3,25,13.493611336,2.1473021507,0.5766146779,127.14173126,2,Limestone
1432.824,3,25,13.152923584,2.0465445518,0.4582533538,62.497806549,2,Limestone
1432.976,3,25,13.048430443,2.1282429695,0.4703921378,62.19070816,2,Limestone
1450.304,3,25,12.613965034,2.2376475334,0.4795267582,112.97047424,2,Limestone
1450.456,3,25,12.705791473,2.181650877,0.4405632913,115.57054138,2,Limestone
1450.608,3,25,12.627165794,2.0790483952,0.42820099,124.61909485,2,Limestone
1476.296,3,25,12.969851494,2.0575959682,0.4679863453,137.62303162,2,Limestone
1476.448,3,25,13.045228958,2.0824632645,0.4999463856,130.9150238,2,Limestone
1476.6,3,25,13.129533768,2.0865221024,0.5085084438,123.97113037,2,Limestone
1476.752,3,25,13.216772079,2.0667088032,0.5006061196,128.43701172,2,Limestone
1476.904,3,25,13.307081223,2.0524556637,0.481090486,138.25918579,2,Limestone
1500.464,3,25,12.51834774,1.9869208336,0.5612290502,149.66142273,2,Limestone
1500.616,3,25,12.531263351,1.9745037556,0.5463556647,148.63780212,2,Limestone
1513.384,3,25,13.118612289,2.0156760216,0.4870499969,143.82611084,2,Limestone
1513.536,3,25,12.992114067,1.9971215725,0.5044972301,147.38648987,2,Limestone
1516.576,3,25,12.794545174,2.0288989544,0.443213135,127.19390106,2,Limestone
1516.728,3,25,12.778353691,2.020004034,0.4109546542,128.09054565,2,Limestone
1516.88,3,25,12.762227058,2.0169444084,0.415958792,142.53445435,2,Limestone
1520.832,3,25,13.028808594,2.1266098022,0.5128716826,112.50476074,2,Limestone
1520.984,3,25,12.981984138,2.1376006603,0.5041248202,113.66978455,2,Limestone
1521.136,3,25,13.014004707,2.1016206741,0.4827488661,111.41321564,2,Limestone
1521.288,3,25,13.153358459,2.0653493404,0.4565030336,112.07201385,2,Limestone
1521.44,3,25,13.159000397,2.0430140495,0.4445384145,125.03001404,2,Limestone
1532.992,3,25,13.097431183,2.2980854511,0.4876483977,132.09973145,2,Limestone
1533.144,3,25,13.094249725,2.4534027576,0.4973681271,123.95210266,2,Limestone
1533.296,3,25,13.021068573,2.386288166,0.505597651,112.79330444,2,Limestone
1533.448,3,25,12.917257309,2.2139799595,0.5057818294,110.34908295,2,Limestone
1533.6,3,25,12.823857307,2.0809168816,0.4858762622,133.00524902,2,Limestone
1533.752,3,25,12.788235664,2.0273559093,0.4874281883,149.60629272,2,Limestone
1535.272,3,25,12.678966522,2.2049674988,0.4710647464,133.26771545,2,Limestone
1535.424,3,25,12.749141693,2.0999531746,0.4514807761,131.95932007,2,Limestone
1560.2,3,25,13.250652313,1.9656778574,0.4425364435,167.77952576,2,Limestone
1560.352,3,25,13.273029327,1.9607746601,0.4705300033,166.21128845,2,Limestone
1560.504,3,25,13.297170639,1.9620728493,0.5077420473,164.83990479,2,Limestone
1573.12,3,25,14.382365227,1.8841779232,0.4531891048,162.02230835,2,Limestone
1573.272,3,25,14.292186737,1.8615427017,0.4756436646,161.75328064,2,Limestone
1576.16,3,25,15.675662041,1.7418881655,0.5297760367,162.94488525,2,Limestone
1576.312,3,25,15.621854782,1.7268077135,0.5806209445,165.33595276,2,Limestone
1576.464,3,25,15.568047523,1.7617303133,0.5872018933,166.66470337,2,Limestone
1590.6,3,25,14.221586227,1.9937530756,0.4721444845,146.93832397,2,Limestone
1600.176,3,25,14.049474716,1.9863843918,0.4819958806,140.99047852,2,Limestone
1632.248,3,25,13.421298027,2.3942050934,0.4885183573,134.22441101,2,Limestone
1632.4,3,25,13.36856842,2.3813934326,0.4755702019,126.43701172,2,Limestone
1632.552,3,25,13.308044434,2.2584311962,0.4570151865,136.27157593,2,Limestone
1632.704,3,25,13.214139938,2.1357889175,0.4513489604,146.71284485,2,Limestone
1632.856,3,25,13.105709076,2.0785062313,0.4821134806,157.54330444,2,Limestone
1671.464,3,25,13.38403511,2.1280801296,0.5262573361,140.55905151,2,Limestone
1671.616,3,25,13.302892685,2.1277778149,0.4899814725,133.52001953,2,Limestone
1671.768,3,25,13.200967789,2.0897114277,0.4530525804,125.22277069,2,Limestone
1671.92,3,25,13.186184883,2.0331795216,0.4217433929,126.28839111,2,Limestone
1672.072,3,25,13.360640526,1.9837594032,0.4056833684,133.47703552,2,Limestone
1672.224,3,25,13.719039917,1.9574497938,0.4059658051,142.69947815,2,Limestone
1672.376,3,25,14.179621696,1.9521406889,0.4087773263,152.48129272,2,Limestone
1672.528,3,25,14.243354797,1.9566147327,0.414445281,156.75033569,2,Limestone
1709.616,3,25,14.40626049,1.9564269781,0.4328651428,146.89074707,2,Limestone
1709.768,3,25,14.445398331,2.0411775112,0.4387797713,145.13877869,2,Limestone
1709.92,3,25,14.42810154,2.1326811314,0.4596294761,138.57020569,2,Limestone
1710.072,3,25,14.365493774,2.1712036133,0.4861061275,134.59382629,2,Limestone
1714.024,3,25,14.299789429,2.2601981163,0.3955498338,124.73540497,2,Limestone
1714.176,3,25,14.063889503,2.1875450611,0.3884408474,124.92881012,2,Limestone
1714.328,3,25,13.884067535,2.1142988205,0.4129188061,129.85334778,2,Limestone
1743.968,3,25,12.804714203,2.0569884777,0.4253589809,126.54724121,2,Limestone
1744.12,3,25,12.963601112,2.0437979698,0.4263082147,130.98425293,2,Limestone
1744.272,3,25,13.161402702,2.0358390808,0.4434962571,137.18045044,2,Limestone
1744.424,3,25,13.092172623,2.0357046127,0.4764838219,138.62400818,2,Limestone
1776.496,3,25,15.246946335,2.0662736893,0.5629374385,137.20013428,2,Limestone
1776.648,3,25,15.755464554,2.0803797245,0.5518971086,125.00738525,2,Limestone
1776.8,3,25,16.360544205,2.0625872612,0.5148205757,125.15010071,2,Limestone
1785.616,3,25,13.308227539,2.061599493,0.4906225502,135.99671936,2,Limestone
1785.768,3,25,12.768707275,2.0497279167,0.4813704491,124.79937744,2,Limestone
1785.92,3,25,12.402676582,2.0213580132,0.4701096117,131.18060303,2,Limestone
1786.072,3,25,12.387129784,2.0035603046,0.4657447934,150.32676697,2,Limestone
1797.776,3,25,14.657828331,2.1172847748,0.6216809154,97.183067322,2,Limestone
1797.928,3,25,15.534099579,2.0364618301,0.5887718201,67.343505859,2,Limestone
1798.08,3,25,16.313680649,1.8967667818,0.5328586698,74.784446716,2,Limestone
1798.232,3,25,17.161901474,1.7670738697,0.4930219054,75.866142273,2,Limestone
1798.384,3,25,17.796159744,1.6808171272,0.500164032,126.03411865,2,Limestone
1825.896,3,25,15.73276329,1.8171155453,0.5362210274,148.03149414,2,Limestone
1826.048,3,25,16.150220871,1.7633459568,0.5347251296,154.5925293,2,Limestone
1838.664,3,25,16.211120605,1.7749911547,0.5356784463,141.64633179,2,Limestone
1838.816,3,25,15.763115883,1.8872127533,0.5559720993,136.00492859,2,Limestone
1838.968,3,25,15.242533684,1.9079275131,0.563151598,127.97605133,2,Limestone
1842.464,3,25,16.499656677,1.905539155,0.5305776,113.94143677,2,Limestone
1842.616,3,25,16.099479675,1.956238389,0.5182700753,109.52346039,2,Limestone
1842.768,3,25,15.940975189,1.944254756,0.4965153337,110.375,2,Limestone
1849.152,3,25,15.966531754,1.7978935242,0.4875851274,133.33267212,2,Limestone
1849.304,3,25,16.441524506,1.7927168608,0.5349674225,130.76574707,2,Limestone
1884.112,3,25,14.140339851,2.093804121,0.5102977753,79.614006042,2,Limestone
1884.264,3,25,14.195595741,2.0809979439,0.4993338287,85.528541565,2,Limestone
1884.416,3,25,14.429496765,2.0180191994,0.5076105595,121.9114151,2,Limestone
1886.696,3,25,14.073428154,1.7790126801,0.5202174187,155.96948242,2,Limestone
1886.848,3,25,14.069383621,1.8127131462,0.5299065113,154.80413818,2,Limestone
1891.56,3,25,13.122665405,2.3479995728,0.58869344,135.47538757,2,Limestone
1891.712,3,25,13.01867485,2.2439205647,0.5341202021,132.09350586,2,Limestone
1891.864,3,25,13.042341232,2.1256844997,0.4696338475,132.02461243,2,Limestone
1945.52,3,25,20.82600975,1.8719673157,0.580165863,170.86810303,2,SandstoneShale
1945.672,3,25,19.814996719,1.8864566088,0.564409554,171.05445862,2,SandstoneShale
1945.824,3,25,19.521722794,1.9063016176,0.5253161788,169.53085327,2,SandstoneShale
1957.072,3,25,18.985012054,1.9503920078,0.4792670608,160.28215027,2,SandstoneShale
1957.224,3,25,18.641921997,1.912206769,0.4671093822,156.06298828,2,SandstoneShale
1957.376,3,25,18.308433533,1.8923631907,0.4479982853,153.57775879,2,SandstoneShale
1957.528,3,25,18.375743866,1.8966151476,0.4440409541,153.18011475,2,SandstoneShale
1957.68,3,25,18.479423523,1.9101715088,0.4647099674,155.21226501,2,SandstoneShale
1957.832,3,25,18.069477081,1.925401926,0.4779201448,155.50492859,2,SandstoneShale
1957.984,3,25,17.620643616,1.9313639402,0.4600938559,155.53511047,2,SandstoneShale
1958.136,3,25,17.973251343,1.9272087812,0.4334520102,154.91174316,2,SandstoneShale
1958.288,3,25,18.680397034,1.9189919233,0.4390168488,154.16142273,2,SandstoneShale
1993.704,3,25,15.932403564,1.9669196606,0.5625702143,140.46620178,2,SandstoneShale
1993.856,3,25,16.399440765,1.919554472,0.5534587502,143.20373535,2,SandstoneShale
1994.008,3,25,16.503950119,1.9170886278,0.5489025712,145.63812256,2,SandstoneShale
1994.16,3,25,16.11895752,1.9400992393,0.5659306645,143.6978302,2,SandstoneShale
1994.312,3,25,16.499498367,2.001875639,0.5744081736,138.89862061,2,SandstoneShale
1994.464,3,25,17.273654938,2.0148224831,0.5533200502,134.78707886,2,SandstoneShale
1994.616,3,25,17.911981583,1.965102911,0.533542335,132.3274231,2,SandstoneShale
1994.768,3,25,18.622535706,1.9383960962,0.5468443036,134.5846405,2,SandstoneShale
1994.92,3,25,19.396062851,1.9037646055,0.5784783363,141.39830017,2,SandstoneShale
1995.072,3,25,19.375936508,1.8806782961,0.5859861374,147.26705933,2,SandstoneShale
1995.224,3,25,18.780515671,1.8738248348,0.5628573298,148.04920959,2,SandstoneShale
1995.376,3,25,18.776378632,1.9047148228,0.520643115,145.39370728,2,SandstoneShale
1995.528,3,25,18.826066971,1.9360713959,0.4954294264,142.11450195,2,SandstoneShale
1995.68,3,25,18.843381882,1.9411828518,0.5215241313,140.60531616,2,SandstoneShale
1995.832,3,25,18.63020134,1.8967007399,0.5560981035,143.13615417,2,SandstoneShale
1995.984,3,25,18.557394028,1.8498450518,0.5592849255,144.46095276,2,SandstoneShale
1996.136,3,25,18.710704803,1.8291772604,0.5263214707,146.72637939,2,SandstoneShale
1996.288,3,25,18.412460327,1.8481708765,0.5030452013,148.00590515,2,SandstoneShale
1996.44,3,25,18.149091721,1.9017564058,0.5073416233,149.48457336,2,SandstoneShale
1996.592,3,25,17.864048004,1.9311195612,0.5098028779,150.8021698,2,SandstoneShale
1996.744,3,25,17.725921631,1.9272277355,0.4943018556,150.45045471,2,SandstoneShale
1996.896,3,25,18.325750351,1.9105046988,0.4825890064,151.72079468,2,SandstoneShale
1997.048,3,25,18.625911713,1.9137918949,0.5087840557,155.84645081,2,SandstoneShale
1997.2,3,25,18.573543549,1.9263263941,0.5469304919,161.49998474,2,SandstoneShale
1997.352,3,25,18.273685455,1.901190877,0.5659788251,164.57905579,2,SandstoneShale
1997.504,3,25,18.54151535,1.8813199997,0.5613744855,161.40452576,2,SandstoneShale
1997.656,3,25,19.456485748,1.8809584379,0.5359279513,157.52362061,2,SandstoneShale
1997.808,3,25,19.660839081,1.9357635975,0.5178546309,157.15617371,2,SandstoneShale
1997.96,3,25,19.556570053,1.9230098724,0.5066524148,156.84645081,2,SandstoneShale
1998.112,3,25,19.753822327,1.8627880812,0.5011383295,156.66273499,2,SandstoneShale
1998.264,3,25,19.559129715,1.8068995476,0.5081807971,156.62844849,2,SandstoneShale
1998.416,3,25,19.027603149,1.8050615788,0.5129573941,156.44143677,2,SandstoneShale
1998.568,3,25,18.658390045,1.840067029,0.5239567757,155.7721405,2,SandstoneShale
1998.72,3,25,18.753583908,1.8690663576,0.5417166352,154.83711243,2,SandstoneShale
1998.872,3,25,18.574018478,1.8974962234,0.5439795852,153.14466858,2,SandstoneShale
1999.024,3,25,17.832155228,1.9359017611,0.5344967842,151.10466003,2,SandstoneShale
1999.176,3,25,17.621376038,1.924826622,0.5149316788,149.10990906,2,SandstoneShale
1999.328,3,25,17.892934799,1.9059185982,0.5143486857,147.19389343,2,SandstoneShale
1999.48,3,25,18.102510452,1.8921195269,0.5407059789,147.5193634,2,SandstoneShale
1999.632,3,25,18.007627487,1.920196414,0.5591540337,150.23326111,2,SandstoneShale
1999.784,3,25,17.781925201,1.9403557777,0.5617685318,152.74407959,2,SandstoneShale
1999.936,3,25,17.671390533,1.9439027309,0.5527278185,144.82807922,2,SandstoneShale
2000.088,3,25,18.038301468,1.9547914267,0.5533179045,141.04199219,2,SandstoneShale
2000.24,3,25,18.604772568,1.9551862478,0.5482214093,145.07086182,2,SandstoneShale
2000.392,3,25,18.821258545,1.9395576715,0.5224353075,153.19192505,2,SandstoneShale
2000.544,3,25,18.810602188,2.0120148659,0.4923820198,159.33235168,2,SandstoneShale
2000.696,3,25,18.521270752,2.1374630928,0.4948489666,159.76477051,2,SandstoneShale
2000.848,3,25,17.607381821,2.3625488281,0.517246604,158.67224121,2,SandstoneShale
2001.0,3,25,16.304536819,2.4279527664,0.5050626397,138.5403595,2,SandstoneShale
2001.152,3,25,15.535209656,2.4092242718,0.4829796851,123.35531616,2,Limestone
2001.304,3,25,15.389791489,2.2035079002,0.4780626595,122.22342682,2,Limestone
2001.456,3,25,15.542597771,2.0451483727,0.5069125891,122.59744263,2,Limestone
2001.608,3,25,16.268774033,1.9237723351,0.5365675092,128.28642273,2,Limestone
2004.344,3,25,14.356503487,1.9109297991,0.6023839712,129.77362061,2,Limestone
2004.496,3,25,15.192490578,1.8786500692,0.5518380404,118.93766022,2,Limestone
2004.648,3,25,15.668642998,1.8487528563,0.4713378847,112.92388153,2,Limestone
2004.8,3,25,15.76627636,1.7936574221,0.4111543894,116.1496048,2,Limestone
2004.952,3,25,15.924408913,1.7756557465,0.4154088497,127.07611847,2,Limestone
2005.104,3,25,16.595762253,1.7960275412,0.4788477123,140.39239502,2,Limestone
2007.232,3,25,13.912201881,2.1201617718,0.3887932003,77.401901245,2,Limestone
2007.384,3,25,13.866321564,2.0139086246,0.3572534025,78.359909058,2,Limestone
2007.536,3,25,13.9319067,1.892080307,0.3635078073,90.598419189,2,Limestone
2007.688,3,25,14.457942963,1.7924275398,0.3899576366,126.63352966,2,Limestone
2007.84,3,25,15.149594307,1.7499434948,0.4327167869,147.34088135,2,Limestone
2007.992,3,25,16.267532349,1.7841756344,0.4922187924,157.02067566,2,Limestone
2010.576,3,25,15.509840965,2.4582993984,0.511004746,133.30511475,2,Limestone
2010.728,3,25,14.911655426,2.322259903,0.4952487946,141.6368103,2,Limestone
2010.88,3,25,14.550918579,2.1975295544,0.5208797455,146.83760071,2,Limestone
2011.032,3,25,13.627978325,2.1420342922,0.5645419955,150.30610657,2,Limestone
2026.84,3,25,12.879221916,2.200303793,0.4659679234,122.28378296,2,Sandstone
2026.992,3,25,12.751889229,2.1682431698,0.4567709863,117.33792877,2,Sandstone
2027.144,3,5,12.538262367,2.1305530071,0.4218091965,111.11367798,2,Sandstone
2027.296,3,5,12.364388466,2.104159832,0.3742270768,108.92076874,2,Sandstone
2027.448,3,5,12.385832787,2.0928316116,0.3371393681,110.93684387,2,Sandstone
2027.6,3,5,12.544644356,2.0868554115,0.3225111067,110.96112061,2,Sandstone
2027.752,3,5,12.703526497,2.0801565647,0.319185257,113.90534973,2,Sandstone
2027.904,3,5,12.848212242,2.0702857971,0.3220215738,117.23867798,2,Sandstone
2028.056,3,5,12.987112045,2.0611972809,0.3315932453,117.51230621,2,Sandstone
2028.208,3,5,13.07888031,2.0558395386,0.3470497429,116.92503357,2,Sandstone
2028.36,3,5,13.057520866,2.0514616966,0.3649156392,115.38845062,2,Sandstone
2028.512,3,5,12.893865585,2.0474238396,0.3820493817,116.82873535,2,Sandstone
2028.664,3,5,12.689308167,2.0489997864,0.3958804905,117.17453766,2,Sandstone
2028.816,3,5,12.623476028,2.0599126816,0.4055472612,115.2217865,2,Sandstone
2028.968,3,5,12.674855232,2.0762262344,0.4082630575,110.78444672,2,Sandstone
2029.12,3,5,12.705037117,2.112610817,0.4096640646,103.04756927,2,Sandstone
2029.272,3,5,12.698579788,2.2018668652,0.4185203314,77.336776733,2,Sandstone
2029.424,3,5,12.671276093,2.319653511,0.4366170168,76.88533783,2,Sandstone
2029.576,3,5,12.660685539,2.362878561,0.447181046,88.598258972,2,Sandstone
2029.728,3,5,12.742530823,2.2819492817,0.4379198551,99.24130249,2,Sandstone
2029.88,3,5,13.069008827,2.142588377,0.423868984,117.97834015,2,Sandstone
2030.032,3,5,13.632256508,2.0340452194,0.4190001786,130.24606323,2,SandstoneShale
2030.184,3,5,13.866041183,1.9861273766,0.4348697066,143.5193634,2,SandstoneShale
2030.336,3,5,13.490297318,2.0017273426,0.4662136734,136.99310303,2,SandstoneShale
2030.488,3,5,13.053168297,2.0822196007,0.4975352883,95.051673889,2,SandstoneShale
2030.64,3,5,12.900138855,2.2102017403,0.5135960579,94.190452576,2,SandstoneShale
2030.792,3,5,13.244930267,2.3332731724,0.5006337166,81.622047424,2,SandstoneShale
2030.944,3,5,13.849236488,2.3847866058,0.4685125649,97.322174072,2,SandstoneShale
2031.096,3,5,14.083374023,2.3802249432,0.4454626143,103.85744476,2,SandstoneShale
2031.248,3,5,14.317511559,2.3628268242,0.44277215,107.31053162,2,SandstoneShale
2031.4,3,5,14.551649094,2.3760783672,0.4605448246,109.05445862,2,SandstoneShale
2031.552,3,5,14.785786629,2.4213914871,0.474301666,113.45735168,2,SandstoneShale
2031.704,3,5,14.439349174,2.4406673908,0.4674519598,121.62204742,2,SandstoneShale
2031.856,3,5,13.189350128,2.3938758373,0.4462551773,111.49408722,2,Sandstone
2032.008,3,5,12.465041161,2.2965898514,0.4264362156,107.94667816,2,Sandstone
2032.16,3,5,12.311542511,2.1987636089,0.429360956,107.57726288,2,Sandstone
2032.312,3,5,12.255272865,2.1265320778,0.4500721693,114.42388153,2,Sandstone
2032.464,3,5,12.183917999,2.074691534,0.46588853,130.9954071,2,Sandstone
2032.616,3,5,12.1519804,2.0262925625,0.467433095,133.99409485,2,Sandstone
2032.768,3,5,12.201760292,1.9785244465,0.4574580193,116.56298828,2,Sandstone
2032.92,3,5,12.321173668,1.9458281994,0.4638300538,113.05659485,2,Sandstone
2033.072,3,5,12.481827736,1.9530415535,0.4985406399,110.58316803,2,Sandstone
2033.224,3,5,12.636665344,2.0002534389,0.5380672812,110.93585968,2,Sandstone
2033.376,3,5,12.715373039,2.0633871555,0.5398225188,109.61236572,2,Sandstone
2033.528,3,5,12.787889481,2.1142866611,0.5015060902,110.76722717,2,Sandstone
2033.68,3,5,12.960746765,2.1385629177,0.4528436363,111.12089539,2,Sandstone
