DEPTH_MD,CALI,RHOB,NPHI,DTC,LITHOLOGY
1500.464,12.51834774,1.9869208336,0.5612290502,149.66142273,Limestone
1500.616,12.531263351,1.9745037556,0.5463556647,148.63780212,Limestone
1513.384,13.118612289,2.0156760216,0.4870499969,143.82611084,Limestone
1513.536,12.992114067,1.9971215725,0.5044972301,147.38648987,Limestone
1516.576,12.794545174,2.0288989544,0.443213135,127.19390106,Limestone
1516.728,12.778353691,2.020004034,0.4109546542,128.09054565,Limestone
1516.88,12.762227058,2.0169444084,0.415958792,142.53445435,Limestone
1520.832,13.028808594,2.1266098022,0.5128716826,112.50476074,Limestone
1520.984,12.981984138,2.1376006603,0.5041248202,113.66978455,Limestone
1521.136,13.014004707,2.1016206741,0.4827488661,111.41321564,Limestone
1521.288,13.153358459,2.0653493404,0.4565030336,112.07201385,Limestone
1521.44,13.159000397,2.0430140495,0.4445384145,125.03001404,Limestone
1532.992,13.097431183,2.2980854511,0.4876483977,132.09973145,Limestone
1533.144,13.094249725,2.4534027576,0.4973681271,123.95210266,Limestone
1533.296,13.021068573,2.386288166,0.505597651,112.79330444,Limestone
1533.448,12.917257309,2.2139799595,0.5057818294,110.34908295,Limestone
1533.6,12.823857307,2.0809168816,0.4858762622,133.00524902,Limestone
1533.752,12.788235664,2.0273559093,0.4874281883,149.60629272,Limestone
1535.272,12.678966522,2.2049674988,0.4710647464,133.26771545,Limestone
1535.424,12.749141693,2.0999531746,0.4514807761,131.95932007,Limestone
1560.2,13.250652313,1.9656778574,0.4425364435,167.77952576,Limestone
1560.352,13.273029327,1.9607746601,0.4705300033,166.21128845,Limestone
1560.504,13.297170639,1.9620728493,0.5077420473,164.83990479,Limestone
1573.12,14.382365227,1.8841779232,0.4531891048,162.02230835,Limestone
1573.272,14.292186737,1.8615427017,0.4756436646,161.75328064,Limestone
1576.16,15.675662041,1.7418881655,0.5297760367,162.94488525,Limestone
1576.312,15.621854782,1.7268077135,0.5806209445,165.33595276,Limestone
1576.464,15.568047523,1.7617303133,0.5872018933,166.66470337,Limestone
1590.6,14.221586227,1.9937530756,0.4721444845,146.93832397,Limestone
1600.176,14.049474716,1.9863843918,0.4819958806,140.99047852,Limestone
1632.248,13.421298027,2.3942050934,0.4885183573,134.22441101,Limestone
1632.4,13.36856842,2.3813934326,0.4755702019,126.43701172,Limestone
1632.552,13.308044434,2.2584311962,0.4570151865,136.27157593,Limestone
1632.704,13.214139938,2.1357889175,0.4513489604,146.71284485,Limestone
1632.856,13.105709076,2.0785062313,0.4821134806,157.54330444,Limestone
1671.464,13.38403511,2.1280801296,0.5262573361,140.55905151,Limestone
1671.616,13.302892685,2.1277778149,0.4899814725,133.52001953,Limestone
1671.768,13.200967789,2.0897114277,0.4530525804,125.22277069,Limestone
1671.92,13.186184883,2.0331795216,0.4217433929,126.28839111,Limestone
1672.072,13.360640526,1.9837594032,0.4056833684,133.47703552,Limestone
1672.224,13.719039917,1.9574497938,0.4059658051,142.69947815,Limestone
1672.376,14.179621696,1.9521406889,0.4087773263,152.48129272,Limestone
1672.528,14.243354797,1.9566147327,0.414445281,156.75033569,Limestone
1709.616,14.40626049,1.9564269781,0.4328651428,146.89074707,Limestone
1709.768,14.445398331,2.0411775112,0.4387797713,145.13877869,Limestone
1709.92,14.42810154,2.1326811314,0.4596294761,138.57020569,Limestone
1710.072,14.365493774,2.1712036133,0.4861061275,134.59382629,Limestone
1714.024,14.299789429,2.2601981163,0.3955498338,124.73540497,Limestone
1714.176,14.063889503,2.1875450611,0.3884408474,124.92881012,Limestone
1714.328,13.884067535,2.1142988205,0.4129188061,129.85334778,Limestone
1743.968,12.804714203,2.0569884777,0.4253589809,126.54724121,Limestone
1744.12,12.963601112,2.0437979698,0.4263082147,130.98425293,Limestone
1744.272,13.161402702,2.0358390808,0.4434962571,137.18045044,Limestone
1744.424,13.092172623,2.0357046127,0.4764838219,138.62400818,Limestone
1776.496,15.246946335,2.0662736893,0.5629374385,137.20013428,Limestone
1776.648,15.755464554,2.0803797245,0.5518971086,125.00738525,Limestone
1776.8,16.360544205,2.0625872612,0.5148205757,125.15010071,Limestone
1785.616,13.308227539,2.061599493,0.4906225502,135.99671936,Limestone
1785.768,12.768707275,2.0497279167,0.4813704491,124.79937744,Limestone
1785.92,12.402676582,2.0213580132,0.4701096117,131.18060303,Limestone
1786.072,12.387129784,2.0035603046,0.4657447934,150.32676697,Limestone
1797.776,14.657828331,2.1172847748,0.6216809154,97.183067322,Limestone
1797.928,15.534099579,2.0364618301,0.5887718201,67.343505859,Limestone
1798.08,16.313680649,1.8967667818,0.5328586698,74.784446716,Limestone
1798.232,17.161901474,1.7670738697,0.4930219054,75.866142273,Limestone
1798.384,17.796159744,1.6808171272,0.500164032,126.03411865,Limestone
1825.896,15.73276329,1.8171155453,0.5362210274,148.03149414,Limestone
1826.048,16.150220871,1.7633459568,0.5347251296,154.5925293,Limestone
1838.664,16.211120605,1.7749911547,0.5356784463,141.64633179,Limestone
1838.816,15.763115883,1.8872127533,0.5559720993,136.00492859,Limestone
1838.968,15.242533684,1.9079275131,0.563151598,127.97605133,Limestone
1842.464,16.499656677,1.905539155,0.5305776,113.94143677,Limestone
1842.616,16.099479675,1.956238389,0.5182700753,109.52346039,Limestone
1842.768,15.940975189,1.944254756,0.4965153337,110.375,Limestone
1849.152,15.966531754,1.7978935242,0.4875851274,133.33267212,Limestone
1849.304,16.441524506,1.7927168608,0.5349674225,130.76574707,Limestone
1884.112,14.140339851,2.093804121,0.5102977753,79.614006042,Limestone
1884.264,14.195595741,2.0809979439,0.4993338287,85.528541565,Limestone
1884.416,14.429496765,2.0180191994,0.5076105595,121.9114151,Limestone
1886.696,14.073428154,1.7790126801,0.5202174187,155.96948242,Limestone
1886.848,14.069383621,1.8127131462,0.5299065113,154.80413818,Limestone
1891.56,13.122665405,2.3479995728,0.58869344,135.47538757,Limestone
1891.712,13.01867485,2.2439205647,0.5341202021,132.09350586,Limestone
1891.864,13.042341232,2.1256844997,0.4696338475,132.02461243,Limestone
1945.52,20.82600975,1.8719673157,0.580165863,170.86810303,SandstoneShale
1945.672,19.814996719,1.8864566088,0.564409554,171.05445862,SandstoneShale
1945.824,19.521722794,1.9063016176,0.5253161788,169.53085327,SandstoneShale
1957.072,18.985012054,1.9503920078,0.4792670608,160.28215027,SandstoneShale
1957.224,18.641921997,1.912206769,0.4671093822,156.06298828,SandstoneShale
1957.376,18.308433533,1.8923631907,0.4479982853,153.57775879,SandstoneShale
1957.528,18.375743866,1.8966151476,0.4440409541,153.18011475,SandstoneShale
1957.68,18.479423523,1.9101715088,0.4647099674,155.21226501,SandstoneShale
1957.832,18.069477081,1.925401926,0.4779201448,155.50492859,SandstoneShale
1957.984,17.620643616,1.9313639402,0.4600938559,155.53511047,SandstoneShale
1958.136,17.973251343,1.9272087812,0.4334520102,154.91174316,SandstoneShale
1958.288,18.680397034,1.9189919233,0.4390168488,154.16142273,SandstoneShale
1993.704,15.932403564,1.9669196606,0.5625702143,140.46620178,SandstoneShale
1993.856,16.399440765,1.919554472,0.5534587502,143.20373535,SandstoneShale
1994.008,16.503950119,1.9170886278,0.5489025712,145.63812256,SandstoneShale
1994.16,16.11895752,1.9400992393,0.5659306645,143.6978302,SandstoneShale
1994.312,16.499498367,2.001875639,0.5744081736,138.89862061,SandstoneShale
1994.464,17.273654938,2.0148224831,0.5533200502,134.78707886,SandstoneShale
1994.616,17.911981583,1.965102911,0.533542335,132.3274231,SandstoneShale
1994.768,18.622535706,1.9383960962,0.5468443036,134.5846405,SandstoneShale
1994.92,19.396062851,1.9037646055,0.5784783363,141.39830017,SandstoneShale
1995.072,19.375936508,1.8806782961,0.5859861374,147.26705933,SandstoneShale
1995.224,18.780515671,1.8738248348,0.5628573298,148.04920959,SandstoneShale
1995.376,18.776378632,1.9047148228,0.520643115,145.39370728,SandstoneShale
1995.528,18.826066971,1.9360713959,0.4954294264,142.11450195,SandstoneShale
1995.68,18.843381882,1.9411828518,0.5215241313,140.60531616,SandstoneShale
1995.832,18.63020134,1.8967007399,0.5560981035,143.13615417,SandstoneShale
1995.984,18.557394028,1.8498450518,0.5592849255,144.46095276,SandstoneShale
1996.136,18.710704803,1.8291772604,0.5263214707,146.72637939,SandstoneShale
1996.288,18.412460327,1.8481708765,0.5030452013,148.00590515,SandstoneShale
1996.44,18.149091721,1.9017564058,0.5073416233,149.48457336,SandstoneShale
1996.592,17.864048004,1.9311195612,0.5098028779,150.8021698,SandstoneShale
1996.744,17.725921631,1.9272277355,0.4943018556,150.45045471,SandstoneShale
1996.896,18.325750351,1.9105046988,0.4825890064,151.72079468,SandstoneShale
1997.048,18.625911713,1.9137918949,0.5087840557,155.84645081,SandstoneShale
1997.2,18.573543549,1.9263263941,0.5469304919,161.49998474,SandstoneShale
1997.352,18.273685455,1.901190877,0.5659788251,164.57905579,SandstoneShale
1997.504,18.54151535,1.8813199997,0.5613744855,161.40452576,SandstoneShale
1997.656,19.456485748,1.8809584379,0.5359279513,157.52362061,SandstoneShale
1997.808,19.660839081,1.9357635975,0.5178546309,157.15617371,SandstoneShale
1997.96,19.556570053,1.9230098724,0.5066524148,156.84645081,SandstoneShale
1998.112,19.753822327,1.8627880812,0.5011383295,156.66273499,SandstoneShale
1998.264,19.559129715,1.8068995476,0.5081807971,156.62844849,SandstoneShale
1998.416,19.027603149,1.8050615788,0.5129573941,156.44143677,SandstoneShale
1998.568,18.658390045,1.840067029,0.5239567757,155.7721405,SandstoneShale
1998.72,18.753583908,1.8690663576,0.5417166352,154.83711243,SandstoneShale
1998.872,18.574018478,1.8974962234,0.5439795852,153.14466858,SandstoneShale
1999.024,17.832155228,1.9359017611,0.5344967842,151.10466003,SandstoneShale
1999.176,17.621376038,1.924826622,0.5149316788,149.10990906,SandstoneShale
1999.328,17.892934799,1.9059185982,0.5143486857,147.19389343,SandstoneShale
1999.48,18.102510452,1.8921195269,0.5407059789,147.5193634,SandstoneShale
1999.632,18.007627487,1.920196414,0.5591540337,150.23326111,SandstoneShale
1999.784,17.781925201,1.9403557777,0.5617685318,152.74407959,SandstoneShale
1999.936,17.671390533,1.9439027309,0.5527278185,144.82807922,SandstoneShale
2000.088,18.038301468,1.9547914267,0.5533179045,141.04199219,SandstoneShale
2000.24,18.604772568,1.9551862478,0.5482214093,145.07086182,SandstoneShale
2000.392,18.821258545,1.9395576715,0.5224353075,153.19192505,SandstoneShale
2000.544,18.810602188,2.0120148659,0.4923820198,159.33235168,SandstoneShale
2000.696,18.521270752,2.1374630928,0.4948489666,159.76477051,SandstoneShale
2000.848,17.607381821,2.3625488281,0.517246604,158.67224121,SandstoneShale
2001.0,16.304536819,2.4279527664,0.5050626397,138.5403595,SandstoneShale
2001.152,15.535209656,2.4092242718,0.4829796851,123.35531616,Limestone
2001.304,15.389791489,2.2035079002,0.4780626595,122.22342682,Limestone
2001.456,15.542597771,2.0451483727,0.5069125891,122.59744263,Limestone
2001.608,16.268774033,1.9237723351,0.5365675092,128.28642273,Limestone
2004.344,14.356503487,1.9109297991,0.6023839712,129.77362061,Limestone
2004.496,15.192490578,1.8786500692,0.5518380404,118.93766022,Limestone
2004.648,15.668642998,1.8487528563,0.4713378847,112.92388153,Limestone
2004.8,15.76627636,1.7936574221,0.4111543894,116.1496048,Limestone
2004.952,15.924408913,1.7756557465,0.4154088497,127.07611847,Limestone
2005.104,16.595762253,1.7960275412,0.4788477123,140.39239502,Limestone
2007.232,13.912201881,2.1201617718,0.3887932003,77.401901245,Limestone
2007.384,13.866321564,2.0139086246,0.3572534025,78.359909058,Limestone
2007.536,13.9319067,1.892080307,0.3635078073,90.598419189,Limestone
2007.688,14.457942963,1.7924275398,0.3899576366,126.63352966,Limestone
2007.84,15.149594307,1.7499434948,0.4327167869,147.34088135,Limestone
2007.992,16.267532349,1.7841756344,0.4922187924,157.02067566,Limestone
2010.576,15.509840965,2.4582993984,0.511004746,133.30511475,Limestone
2010.728,14.911655426,2.322259903,0.4952487946,141.6368103,Limestone
2010.88,14.550918579,2.1975295544,0.5208797455,146.83760071,Limestone
2011.032,13.627978325,2.1420342922,0.5645419955,150.30610657,Limestone
2030.032,13.632256508,2.0340452194,0.4190001786,130.24606323,SandstoneShale
2030.184,13.866041183,1.9861273766,0.4348697066,143.5193634,SandstoneShale
2030.336,13.490297318,2.0017273426,0.4662136734,136.99310303,SandstoneShale
2030.488,13.053168297,2.0822196007,0.4975352883,95.051673889,SandstoneShale
2030.64,12.900138855,2.2102017403,0.5135960579,94.190452576,SandstoneShale
2030.792,13.244930267,2.3332731724,0.5006337166,81.622047424,SandstoneShale
2030.944,13.849236488,2.3847866058,0.4685125649,97.322174072,SandstoneShale
2031.096,14.083374023,2.3802249432,0.4454626143,103.85744476,SandstoneShale
2031.248,14.317511559,2.3628268242,0.44277215,107.31053162,SandstoneShale
2031.4,14.551649094,2.3760783672,0.4605448246,109.05445862,SandstoneShale
2031.552,14.785786629,2.4213914871,0.474301666,113.45735168,SandstoneShale
2031.704,14.439349174,2.4406673908,0.4674519598,121.62204742,SandstoneShale
2071.832,16.871448517,2.0222625732,0.4563596249,111.36712646,Limestone
2071.984,17.298410416,1.9196448326,0.408893317,137.0193634,Limestone
2072.136,18.19669342,1.8659602404,0.4061796367,147.10662842,Limestone
2072.288,19.001703262,1.8440126181,0.4476924539,155.17814636,Limestone
2072.44,19.411331177,1.8300117254,0.5015352368,159.59416199,Limestone
2072.592,19.205310822,1.8284734488,0.5373950005,157.47473145,Limestone
2082.016,17.416938782,2.0639460087,0.4562728107,130.35366821,Limestone
2082.168,17.560770035,2.0305604935,0.4585551918,132.34841919,Limestone
2082.32,17.628038406,2.0265097618,0.482191205,134.89764404,Limestone
2084.904,18.030992508,2.0389840603,0.5177031159,131.43307495,Limestone
2085.056,17.98617363,2.0580279827,0.5180126429,126.00984955,Limestone
2085.208,17.823055267,2.0669484138,0.4909904003,125.9553833,Limestone
2085.36,17.426738739,2.0591785908,0.4670186043,132.4924469,Limestone
2087.64,16.251731873,2.0483210087,0.45920524,131.46063232,Limestone
2087.792,16.562618256,2.0511021614,0.4570521116,131.45767212,Limestone
2087.944,17.001068115,2.0463705063,0.4670525193,134.7739563,Limestone
2094.024,19.478849411,1.9670841694,0.4555892944,145.12631226,Limestone
2094.176,19.233272552,1.9799494743,0.4685897827,146.11712646,Limestone
2094.328,19.513040543,1.9541416168,0.5086455941,147.73294067,Limestone
2094.48,19.553060532,1.8984231949,0.5408725739,150.46391296,Limestone
2122.144,21.252861023,2.2655088902,0.4484442174,117.54067993,Limestone
2122.296,21.576179504,2.183763504,0.448018223,118.21128845,Limestone
2122.448,21.332523346,2.090682745,0.4401219785,125.29133606,Limestone
2122.6,20.693048477,2.0448455811,0.4317621887,140.65158081,Limestone
2125.184,20.339391708,2.3240704536,0.5309076309,133.23425293,Limestone
2125.336,18.72256279,2.3624670506,0.4973412752,122.28838348,Limestone
2125.488,18.12358284,2.2753381729,0.4548245072,118.56003571,Limestone
2125.64,17.974491119,2.1725332737,0.4202385843,126.33956909,Limestone
2125.792,17.825401306,2.1158576012,0.4205538929,138.30807495,Limestone
2137.952,16.880661011,2.4860403538,0.4531648457,67.469490051,Limestone
2138.104,18.133880615,2.3270804882,0.3930602074,47.586612701,Limestone
2138.256,19.439702988,2.1698613167,0.3831991553,46.385826111,Limestone
2138.408,20.269420624,2.0739378929,0.4322380722,62.003444672,Limestone
2138.56,20.045248032,2.0446586609,0.4773989618,102.02312469,Limestone
2151.784,18.763500214,2.3184452057,0.498439312,75.028213501,Limestone
2151.936,18.544683456,2.3995730877,0.4621708095,56.876934052,Limestone
2152.088,18.571865082,2.3840117455,0.4062781334,56.006153107,Limestone
2152.24,19.231723785,2.28048563,0.3745613098,59.339565277,Limestone
2152.392,19.672365189,2.1900339127,0.3926654458,109.89074707,Limestone
2152.544,19.615743637,2.1453485489,0.4351982474,132.64665222,Limestone
2152.696,19.37471199,2.1382234097,0.4630594552,142.81626892,Limestone
2153.608,17.289499283,2.3822243214,0.4140346944,94.897636414,Limestone
2153.76,17.165189743,2.2456014156,0.4010089934,99.996879578,Limestone
2153.912,17.040880203,2.1277360916,0.3878129423,107.27214813,Limestone
2154.064,17.104791641,2.0610311031,0.4019493163,126.18372345,Limestone
2161.056,18.345308304,1.9277995825,0.4665222466,141.20898438,Limestone
2161.208,18.998552322,1.9541372061,0.4601757824,139.5403595,Limestone
2161.36,19.708883286,1.966283679,0.4654962718,139.47900391,Limestone
2161.512,20.020551682,1.9640202522,0.4841185808,142.71391296,Limestone
2161.664,19.753686905,1.9662246704,0.4999271333,145.02854919,Limestone
2182.944,20.017290115,2.2508845329,0.4776935279,134.2782135,Limestone
2183.096,19.107032776,2.2799930573,0.4814419448,127.58071136,Limestone
2183.248,17.790565491,2.247089386,0.4904339015,127.32710266,Limestone
2183.4,17.053119659,2.1709721088,0.4837744236,131.19717407,Limestone
2194.04,20.092885971,2.3548283577,0.4384856522,126.36811066,Limestone
2194.192,19.54149437,2.3546013832,0.4320791066,120.66781616,Limestone
2194.344,19.399333954,2.2953925133,0.4440672696,118.71243286,Limestone
2194.496,20.045227051,2.2157700062,0.4908640087,122.41239929,Limestone
2194.648,20.75103569,2.1564898491,0.5480491519,133.02624512,Limestone
2204.224,20.94109726,1.9214568138,0.3915916085,141.37269592,Limestone
2204.376,22.575214386,1.8739775419,0.4412922263,150.99278259,Limestone
2204.528,23.713579178,1.8419849873,0.4892554879,160.89764404,Limestone
2220.792,13.705928802,2.3210465908,0.4065503776,112.1732254,Limestone
2220.944,13.691102982,2.3432621956,0.4236088991,117.08956146,Limestone
2223.984,13.241057396,2.1657505035,0.5138974786,126.35203552,Limestone
2224.136,13.041708946,2.2839744091,0.4557337761,111.1732254,Limestone
2224.288,12.868979454,2.2780997753,0.3719606102,92.837265015,Limestone
2224.44,13.090322495,2.1715071201,0.3261393607,89.299865723,Limestone
2224.592,13.463254929,2.1482334137,0.3550230861,92.89566803,Limestone
2224.744,13.479597092,2.1554501057,0.4223682284,109.90305328,Limestone
2235.688,12.31358242,2.554387331,0.4111585021,99.249504089,Limestone
2235.84,12.323401451,2.5865983963,0.3443347514,85.465385437,Limestone
2235.992,12.336807251,2.495932579,0.2748838067,74.367126465,Limestone
2236.144,12.362916946,2.3281681538,0.2421187013,78.110237122,Limestone
2236.296,12.421507835,2.2277340889,0.2678745687,94.146980286,Limestone
2237.208,12.333971024,2.4565565586,0.4027853608,100.00098419,Limestone
2237.36,12.32954216,2.566473484,0.3525266647,87.633857727,Limestone
2237.512,12.333272934,2.6460134983,0.2825126946,76.482444763,Limestone
2237.664,12.335664749,2.6488473415,0.2160111219,68.797409058,Limestone
2237.816,12.336000443,2.5674984455,0.1844701916,65.259841919,Limestone
2237.968,12.336000443,2.4584813118,0.1871557981,68.130249023,Limestone
2238.12,12.338415146,2.3826901913,0.2059003562,75.612533569,Limestone
2238.272,12.352153778,2.3480682373,0.2416216731,84.603347778,Limestone
2238.424,12.3695755,2.3402414322,0.2905240953,97.175689697,Limestone
2299.832,13.017028809,2.3450565338,0.3989912271,121.50640106,Limestone
2299.984,12.979513168,2.395626545,0.3914584219,117.10121918,Limestone
2300.136,12.945735931,2.3906078339,0.3935705423,113.99687958,Limestone
2321.568,13.449415207,2.1633791924,0.4449254572,123.22441101,Limestone
2321.72,13.368717194,2.2374424934,0.4374556541,123.68700409,Limestone
2321.872,13.31403923,2.3058907986,0.4098905027,122.10105133,Limestone
2322.024,13.314260483,2.3396675587,0.3781628609,112.20571136,Limestone
2335.4,13.719190598,2.237950325,0.4635665417,122.79035187,Limestone
2335.552,13.64474678,2.315829277,0.445170939,116.93634796,Limestone
2335.704,13.62133503,2.3868482113,0.4016673267,108.9903183,Limestone
2335.856,13.662171364,2.3687860966,0.374238193,109.35383606,Limestone
2336.008,13.700904846,2.3064279556,0.3807174861,106.99507904,Limestone
2349.08,14.232790947,2.1875166893,0.4298876226,89.217025757,SandstoneShale
2349.232,14.443265915,2.1865718365,0.4286524951,90.011642456,SandstoneShale
2349.384,14.427404404,2.1931114197,0.4232726693,87.54133606,SandstoneShale
2349.536,14.328483582,2.2047212124,0.4298469424,84.736221313,SandstoneShale
2351.056,14.038784027,2.209672451,0.4259452522,117.41994476,Limestone
2351.208,14.11989212,2.1698217392,0.4051734209,118.78149414,Limestone
2358.808,13.930425644,2.1332068443,0.4729391038,127.38549805,SandstoneShale
2358.96,13.846702576,2.1303327084,0.4664299786,126.03379059,SandstoneShale
2359.112,13.923859596,2.1002779007,0.4629534483,124.38877869,SandstoneShale
2360.328,13.272138596,1.8894314766,0.4219942987,70.111053467,SandstoneShale
2360.48,12.942345619,1.8305357695,0.4443267286,95.024116516,SandstoneShale
2360.632,13.051018715,1.8425148726,0.4559037387,121.5482254,SandstoneShale
2360.784,13.36000061,1.9120525122,0.4602137208,121.35990906,SandstoneShale
2361.848,14.188710213,2.0299928188,0.4339334071,131.44882202,SandstoneShale
2362.0,13.754814148,2.1083984375,0.4290581346,130.57611084,SandstoneShale
2362.152,13.262442589,2.1678631306,0.4374196529,126.46046448,SandstoneShale
2362.304,13.016640663,2.1655144691,0.4419163465,120.82332611,SandstoneShale
2362.456,13.145480156,2.1143081188,0.4432018101,117.28100586,SandstoneShale
2362.608,13.350571632,2.097263813,0.4513209164,119.20554352,SandstoneShale
2362.76,13.35003376,2.135966301,0.4571375847,118.71752167,SandstoneShale
2362.912,13.062138557,2.1875970364,0.4488068521,119.19783783,SandstoneShale
2363.064,12.762835503,2.1913511753,0.4274394512,119.21341705,SandstoneShale
2363.216,12.732652664,2.1378071308,0.4137185812,116.13730621,SandstoneShale
2363.368,12.847418785,2.060444355,0.4244911969,113.77591705,SandstoneShale
2363.52,12.922783852,1.9792747498,0.4499334395,120.58037567,SandstoneShale
2363.672,13.282161713,1.9510757923,0.4665238857,126.38779449,SandstoneShale
2363.824,13.776857376,2.0081431866,0.4601039886,127.916008,SandstoneShale
2363.976,13.821352005,2.1133754253,0.4462513328,126.5625,SandstoneShale
2364.128,13.29178524,2.194081068,0.4285463393,120.67372131,SandstoneShale
2364.28,12.767435074,2.225536108,0.4028361142,114.60826874,SandstoneShale
2364.432,12.616240501,2.2435772419,0.3814846873,116.09907532,SandstoneShale
2364.584,12.509471893,2.2674138546,0.3780052662,115.15354156,SandstoneShale
2364.736,12.378684044,2.2574477196,0.3804386854,116.32021332,SandstoneShale
2364.888,12.33604908,2.1853916645,0.3856501281,114.95554352,SandstoneShale
2365.04,12.468928337,2.0962648392,0.4042885005,113.7121048,SandstoneShale
2365.192,12.871132851,2.0529940128,0.4283197224,119.2545929,SandstoneShale
2365.344,13.166711807,2.0715169907,0.4369364977,116.568573,SandstoneShale
2365.496,13.014247894,2.1018314362,0.419187516,117.17273712,SandstoneShale
2365.648,12.812663078,2.0843458176,0.3955762088,115.37417603,SandstoneShale
2365.8,12.768363953,2.0040988922,0.3898183405,108.5639801,SandstoneShale
2365.952,12.786123276,1.9177361727,0.4007753432,105.45964813,SandstoneShale
2366.104,12.974411011,1.8937475681,0.4266496003,110.59513855,SandstoneShale
2366.256,13.373738289,1.9550189972,0.4635580182,116.10694885,SandstoneShale
2366.408,13.861432076,2.0643315315,0.4910571575,115.96456909,SandstoneShale
2366.56,14.214690208,2.1295437813,0.4867478311,118.50886536,SandstoneShale
2366.712,14.379993439,2.1125206947,0.471940577,115.62401581,SandstoneShale
2366.864,14.414491653,2.063621521,0.4719752669,112.79330444,SandstoneShale
2367.016,14.226102829,2.0573456287,0.4840420783,110.93667603,SandstoneShale
2367.168,13.968101501,2.107865572,0.4938471615,113.43569183,SandstoneShale
2367.32,14.093242645,2.1574807167,0.4880507886,115.3607254,SandstoneShale
2367.472,14.252973557,2.144217968,0.4657159448,113.46046448,SandstoneShale
2367.624,14.253652573,2.0648474693,0.4355278313,115.48851776,SandstoneShale
