CALI,RHOB,NPHI,DTC,LITHOLOGY
1.0,0.0,1.0,2.0,Limestone
1.0,0.0,1.0,2.0,Limestone
1.0,0.0,1.0,2.0,Limestone
1.0,1.0,1.0,2.0,Limestone
1.0,1.0,1.0,1.0,Limestone
1.0,1.0,1.0,1.0,Limestone
1.0,1.0,1.0,1.0,Limestone
1.0,1.0,1.0,1.0,Limestone
1.0,1.0,1.0,1.0,Limestone
1.0,1.0,1.0,1.0,Limestone
1.0,1.0,1.0,1.0,Limestone
1.0,1.0,1.0,1.0,Limestone
1.0,1.0,1.0,1.0,Limestone
2.0,1.0,1.0,1.0,Limestone
2.0,1.0,1.0,1.0,Limestone
2.0,1.0,1.0,1.0,Limestone
1.0,1.0,1.0,1.0,Limestone
1.0,1.0,1.0,1.0,Limestone
1.0,1.0,1.0,1.0,Limestone
1.0,1.0,1.0,2.0,Limestone
1.0,1.0,2.0,1.0,Limestone
2.0,1.0,1.0,0.0,Limestone
2.0,0.0,1.0,0.0,Limestone
2.0,0.0,1.0,1.0,Limestone
2.0,0.0,1.0,1.0,Limestone
2.0,0.0,1.0,2.0,Limestone
2.0,0.0,1.0,2.0,Limestone
2.0,0.0,1.0,2.0,Limestone
2.0,0.0,1.0,1.0,Limestone
2.0,0.0,1.0,1.0,Limestone
2.0,0.0,1.0,1.0,Limestone
2.0,0.0,1.0,1.0,Limestone
2.0,0.0,1.0,1.0,Limestone
2.0,0.0,1.0,1.0,Limestone
2.0,0.0,1.0,1.0,Limestone
1.0,1.0,1.0,1.0,Limestone
1.0,1.0,1.0,1.0,Limestone
1.0,1.0,1.0,1.0,Limestone
1.0,0.0,1.0,2.0,Limestone
1.0,0.0,1.0,2.0,Limestone
1.0,1.0,1.0,1.0,Limestone
1.0,1.0,1.0,1.0,Limestone
1.0,1.0,1.0,1.0,Limestone
3.0,0.0,1.0,2.0,SandstoneShale
2.0,0.0,1.0,2.0,SandstoneShale
2.0,0.0,1.0,2.0,SandstoneShale
2.0,0.0,1.0,2.0,SandstoneShale
2.0,0.0,1.0,2.0,SandstoneShale
2.0,0.0,1.0,2.0,SandstoneShale
2.0,0.0,1.0,2.0,SandstoneShale
2.0,0.0,1.0,2.0,SandstoneShale
2.0,0.0,1.0,2.0,SandstoneShale
2.0,0.0,1.0,2.0,SandstoneShale
2.0,0.0,1.0,2.0,SandstoneShale
2.0,0.0,1.0,2.0,SandstoneShale
2.0,0.0,1.0,2.0,SandstoneShale
2.0,0.0,1.0,2.0,SandstoneShale
2.0,0.0,1.0,2.0,SandstoneShale
2.0,0.0,1.0,2.0,SandstoneShale
2.0,1.0,1.0,1.0,SandstoneShale
2.0,1.0,1.0,1.0,SandstoneShale
2.0,0.0,1.0,1.0,SandstoneShale
2.0,0.0,1.0,1.0,SandstoneShale
2.0,0.0,1.0,2.0,SandstoneShale
2.0,0.0,1.0,2.0,SandstoneShale
2.0,0.0,1.0,2.0,SandstoneShale
2.0,0.0,1.0,2.0,SandstoneShale
2.0,0.0,1.0,2.0,SandstoneShale
2.0,0.0,1.0,2.0,SandstoneShale
2.0,0.0,1.0,2.0,SandstoneShale
2.0,0.0,1.0,2.0,SandstoneShale
2.0,0.0,1.0,2.0,SandstoneShale
2.0,0.0,1.0,2.0,SandstoneShale
2.0,0.0,1.0,2.0,SandstoneShale
2.0,0.0,1.0,2.0,SandstoneShale
2.0,0.0,1.0,2.0,SandstoneShale
2.0,0.0,1.0,2.0,SandstoneShale
2.0,0.0,1.0,2.0,SandstoneShale
2.0,0.0,1.0,2.0,SandstoneShale
2.0,0.0,1.0,2.0,SandstoneShale
2.0,0.0,1.0,2.0,SandstoneShale
2.0,0.0,1.0,2.0,SandstoneShale
2.0,0.0,1.0,2.0,SandstoneShale
2.0,0.0,1.0,2.0,SandstoneShale
2.0,0.0,1.0,2.0,SandstoneShale
2.0,0.0,1.0,2.0,SandstoneShale
2.0,0.0,1.0,2.0,SandstoneShale
2.0,0.0,1.0,2.0,SandstoneShale
2.0,0.0,1.0,2.0,SandstoneShale
2.0,0.0,1.0,2.0,SandstoneShale
2.0,0.0,1.0,2.0,SandstoneShale
2.0,0.0,1.0,2.0,SandstoneShale
2.0,0.0,1.0,2.0,SandstoneShale
2.0,0.0,1.0,2.0,SandstoneShale
2.0,0.0,1.0,2.0,SandstoneShale
2.0,0.0,1.0,2.0,SandstoneShale
2.0,0.0,1.0,2.0,SandstoneShale
2.0,0.0,1.0,2.0,SandstoneShale
2.0,0.0,1.0,2.0,SandstoneShale
2.0,0.0,1.0,2.0,SandstoneShale
2.0,1.0,1.0,2.0,SandstoneShale
2.0,1.0,1.0,2.0,SandstoneShale
2.0,1.0,1.0,2.0,SandstoneShale
2.0,1.0,1.0,1.0,SandstoneShale
2.0,1.0,1.0,1.0,Limestone
2.0,1.0,1.0,1.0,Limestone
2.0,1.0,1.0,1.0,Limestone
2.0,0.0,1.0,1.0,Limestone
1.0,0.0,2.0,1.0,Limestone
2.0,0.0,1.0,1.0,Limestone
2.0,0.0,1.0,1.0,Limestone
2.0,0.0,1.0,1.0,Limestone
2.0,0.0,1.0,1.0,Limestone
2.0,0.0,1.0,2.0,Limestone
1.0,1.0,1.0,1.0,Limestone
1.0,1.0,1.0,1.0,Limestone
1.0,0.0,1.0,1.0,Limestone
1.0,0.0,1.0,1.0,Limestone
2.0,0.0,1.0,2.0,Limestone
2.0,0.0,1.0,2.0,Limestone
2.0,1.0,1.0,1.0,Limestone
1.0,1.0,1.0,2.0,Limestone
1.0,1.0,1.0,2.0,Limestone
1.0,1.0,1.0,2.0,Limestone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,SandstoneShale
1.0,0.0,1.0,2.0,SandstoneShale
1.0,1.0,1.0,1.0,SandstoneShale
1.0,1.0,1.0,1.0,SandstoneShale
1.0,1.0,1.0,1.0,SandstoneShale
1.0,1.0,1.0,1.0,SandstoneShale
1.0,1.0,1.0,1.0,SandstoneShale
1.0,1.0,1.0,1.0,SandstoneShale
1.0,1.0,1.0,1.0,SandstoneShale
1.0,1.0,1.0,1.0,SandstoneShale
1.0,1.0,1.0,1.0,SandstoneShale
1.0,1.0,1.0,1.0,SandstoneShale
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,0.0,1.0,1.0,Sandstone
1.0,0.0,1.0,1.0,Sandstone
1.0,0.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,0.0,1.0,Sandstone
1.0,1.0,0.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,1.0,1.0,1.0,Sandstone
1.0,0.0,1.0,1.0,Sandstone
1.0,0.0,1.0,1.0,Sandstone
2.0,1.0,1.0,1.0,Limestone
2.0,0.0,1.0,1.0,Limestone
2.0,0.0,1.0,2.0,Limestone
2.0,0.0,1.0,2.0,Limestone
2.0,0.0,1.0,2.0,Limestone
2.0,0.0,1.0,2.0,Limestone
2.0,1.0,1.0,1.0,Limestone
2.0,1.0,1.0,1.0,Limestone
2.0,1.0,1.0,1.0,Limestone
2.0,1.0,1.0,1.0,Limestone
2.0,1.0,1.0,1.0,Limestone
2.0,1.0,1.0,1.0,Limestone
2.0,1.0,1.0,1.0,Limestone
2.0,1.0,1.0,1.0,Limestone
2.0,1.0,1.0,1.0,Limestone
2.0,1.0,1.0,1.0,Limestone
2.0,0.0,1.0,2.0,Limestone
2.0,0.0,1.0,2.0,Limestone
2.0,0.0,1.0,2.0,Limestone
2.0,0.0,1.0,2.0,Limestone
3.0,1.0,1.0,1.0,Limestone
3.0,1.0,1.0,1.0,Limestone
3.0,1.0,1.0,1.0,Limestone
3.0,1.0,1.0,2.0,Limestone
3.0,1.0,1.0,1.0,Limestone
2.0,1.0,1.0,1.0,Limestone
2.0,1.0,1.0,1.0,Limestone
2.0,1.0,1.0,1.0,Limestone
2.0,1.0,1.0,1.0,Limestone
2.0,1.0,1.0,0.0,Limestone
2.0,1.0,1.0,0.0,Limestone
2.0,1.0,1.0,0.0,Limestone
3.0,1.0,1.0,0.0,Limestone
3.0,1.0,1.0,1.0,Limestone
2.0,1.0,1.0,1.0,Tuff
2.0,1.0,1.0,1.0,Tuff
3.0,1.0,1.0,0.0,Tuff
2.0,1.0,1.0,1.0,Limestone
2.0,1.0,1.0,0.0,Limestone
2.0,1.0,1.0,0.0,Limestone
2.0,1.0,1.0,0.0,Limestone
2.0,1.0,1.0,1.0,Limestone
2.0,1.0,1.0,1.0,Limestone
2.0,1.0,1.0,2.0,Limestone
2.0,1.0,1.0,1.0,Limestone
2.0,1.0,1.0,1.0,Limestone
2.0,1.0,1.0,1.0,Limestone
2.0,1.0,1.0,1.0,Limestone
2.0,0.0,1.0,2.0,Limestone
2.0,0.0,1.0,1.0,Limestone
2.0,0.0,1.0,1.0,Limestone
3.0,0.0,1.0,2.0,Limestone
2.0,0.0,1.0,2.0,Limestone
2.0,1.0,1.0,2.0,Tuff
2.0,1.0,1.0,2.0,Tuff
2.0,1.0,1.0,1.0,Tuff
2.0,0.0,1.0,2.0,Tuff
3.0,0.0,1.0,2.0,Tuff
2.0,1.0,1.0,2.0,Tuff
2.0,1.0,1.0,2.0,Tuff
2.0,1.0,1.0,2.0,Tuff
3.0,1.0,1.0,1.0,Limestone
2.0,1.0,1.0,1.0,Limestone
2.0,1.0,1.0,1.0,Limestone
2.0,1.0,1.0,1.0,Limestone
3.0,1.0,1.0,2.0,Tuff
3.0,1.0,1.0,2.0,Tuff
3.0,1.0,1.0,1.0,Tuff
3.0,1.0,1.0,2.0,Tuff
3.0,1.0,1.0,1.0,Tuff
3.0,1.0,1.0,1.0,Limestone
2.0,1.0,1.0,1.0,Limestone
2.0,1.0,1.0,1.0,Limestone
3.0,1.0,1.0,1.0,Limestone
3.0,1.0,1.0,1.0,Limestone
3.0,0.0,1.0,2.0,Limestone
3.0,0.0,1.0,2.0,Limestone
3.0,0.0,1.0,2.0,Limestone
3.0,0.0,1.0,1.0,Tuff
3.0,0.0,1.0,2.0,Tuff
3.0,0.0,1.0,2.0,Tuff
2.0,0.0,1.0,2.0,Tuff
2.0,0.0,1.0,1.0,Tuff
2.0,0.0,1.0,1.0,Tuff
2.0,1.0,1.0,1.0,Tuff
1.0,1.0,1.0,1.0,Tuff
1.0,1.0,1.0,1.0,Tuff
1.0,1.0,1.0,1.0,Tuff
1.0,1.0,1.0,1.0,Tuff
1.0,1.0,1.0,1.0,Tuff
1.0,1.0,1.0,1.0,Tuff
1.0,1.0,1.0,1.0,Tuff
1.0,1.0,1.0,1.0,Tuff
1.0,1.0,1.0,1.0,Tuff
1.0,1.0,1.0,1.0,Tuff
1.0,1.0,1.0,1.0,Tuff
1.0,1.0,1.0,1.0,Tuff
1.0,1.0,1.0,1.0,Tuff
1.0,1.0,1.0,1.0,Tuff
1.0,1.0,1.0,1.0,Tuff
1.0,1.0,1.0,1.0,Tuff
1.0,1.0,1.0,1.0,Tuff
1.0,1.0,1.0,1.0,Tuff
1.0,1.0,1.0,1.0,Tuff
1.0,1.0,1.0,1.0,Tuff
1.0,1.0,1.0,1.0,Tuff
1.0,1.0,1.0,1.0,Tuff
1.0,1.0,1.0,1.0,Tuff
1.0,1.0,1.0,1.0,Tuff
1.0,1.0,1.0,1.0,Tuff
1.0,1.0,1.0,1.0,Tuff
1.0,0.0,1.0,1.0,Tuff
1.0,0.0,1.0,1.0,Tuff
1.0,0.0,1.0,1.0,Tuff
1.0,1.0,1.0,1.0,Tuff
1.0,1.0,1.0,1.0,Tuff
1.0,1.0,1.0,1.0,Tuff
1.0,1.0,1.0,1.0,Tuff
1.0,1.0,1.0,1.0,Tuff
1.0,1.0,1.0,1.0,Tuff
1.0,1.0,1.0,1.0,Tuff
1.0,1.0,1.0,1.0,Tuff
1.0,1.0,1.0,1.0,Tuff
1.0,1.0,1.0,1.0,Tuff
1.0,1.0,1.0,1.0,Tuff
1.0,1.0,1.0,1.0,Tuff
1.0,1.0,1.0,1.0,Tuff
1.0,1.0,1.0,1.0,Tuff
1.0,1.0,1.0,1.0,Tuff
1.0,1.0,1.0,1.0,Tuff
1.0,1.0,1.0,1.0,Tuff
1.0,1.0,1.0,1.0,Tuff
1.0,1.0,1.0,1.0,Tuff
1.0,1.0,1.0,1.0,Tuff
1.0,1.0,1.0,1.0,Tuff
1.0,1.0,1.0,1.0,Tuff
1.0,1.0,1.0,1.0,Tuff
1.0,1.0,1.0,1.0,Tuff
1.0,1.0,1.0,1.0,Tuff
1.0,1.0,1.0,1.0,Tuff
1.0,1.0,1.0,1.0,Tuff
1.0,1.0,1.0,1.0,Tuff
1.0,1.0,1.0,1.0,Tuff
1.0,1.0,1.0,1.0,Tuff
1.0,1.0,1.0,1.0,Tuff
