CALI,RHOB,NPHI,DTC,LITHOLOGY
12.969851494,2.0575959682,0.4679863453,137.62303162,Limestone
13.045228958,2.0824632645,0.4999463856,130.9150238,Limestone
13.129533768,2.0865221024,0.5085084438,123.97113037,Limestone
13.216772079,2.0667088032,0.5006061196,128.43701172,Limestone
13.307081223,2.0524556637,0.481090486,138.25918579,Limestone
12.51834774,1.9869208336,0.5612290502,149.66142273,Limestone
12.531263351,1.9745037556,0.5463556647,148.63780212,Limestone
13.118612289,2.0156760216,0.4870499969,143.82611084,Limestone
12.992114067,1.9971215725,0.5044972301,147.38648987,Limestone
12.794545174,2.0288989544,0.443213135,127.19390106,Limestone
12.778353691,2.020004034,0.4109546542,128.09054565,Limestone
12.762227058,2.0169444084,0.415958792,142.53445435,Limestone
13.028808594,2.1266098022,0.5128716826,112.50476074,Limestone
12.981984138,2.1376006603,0.5041248202,113.66978455,Limestone
13.014004707,2.1016206741,0.4827488661,111.41321564,Limestone
13.153358459,2.0653493404,0.4565030336,112.07201385,Limestone
13.159000397,2.0430140495,0.4445384145,125.03001404,Limestone
13.097431183,2.2980854511,0.4876483977,132.09973145,Limestone
13.094249725,2.4534027576,0.4973681271,123.95210266,Limestone
13.021068573,2.386288166,0.505597651,112.79330444,Limestone
12.917257309,2.2139799595,0.5057818294,110.34908295,Limestone
12.823857307,2.0809168816,0.4858762622,133.00524902,Limestone
12.788235664,2.0273559093,0.4874281883,149.60629272,Limestone
12.678966522,2.2049674988,0.4710647464,133.26771545,Limestone
12.749141693,2.0999531746,0.4514807761,131.95932007,Limestone
13.250652313,1.9656778574,0.4425364435,167.77952576,Limestone
13.273029327,1.9607746601,0.4705300033,166.21128845,Limestone
13.297170639,1.9620728493,0.5077420473,164.83990479,Limestone
14.382365227,1.8841779232,0.4531891048,162.02230835,Limestone
14.292186737,1.8615427017,0.4756436646,161.75328064,Limestone
15.675662041,1.7418881655,0.5297760367,162.94488525,Limestone
15.621854782,1.7268077135,0.5806209445,165.33595276,Limestone
15.568047523,1.7617303133,0.5872018933,166.66470337,Limestone
14.221586227,1.9937530756,0.4721444845,146.93832397,Limestone
14.049474716,1.9863843918,0.4819958806,140.99047852,Limestone
13.421298027,2.3942050934,0.4885183573,134.22441101,Limestone
13.36856842,2.3813934326,0.4755702019,126.43701172,Limestone
13.308044434,2.2584311962,0.4570151865,136.27157593,Limestone
13.214139938,2.1357889175,0.4513489604,146.71284485,Limestone
13.105709076,2.0785062313,0.4821134806,157.54330444,Limestone
13.38403511,2.1280801296,0.5262573361,140.55905151,Limestone
13.302892685,2.1277778149,0.4899814725,133.52001953,Limestone
13.200967789,2.0897114277,0.4530525804,125.22277069,Limestone
13.186184883,2.0331795216,0.4217433929,126.28839111,Limestone
13.360640526,1.9837594032,0.4056833684,133.47703552,Limestone
13.719039917,1.9574497938,0.4059658051,142.69947815,Limestone
14.179621696,1.9521406889,0.4087773263,152.48129272,Limestone
14.243354797,1.9566147327,0.414445281,156.75033569,Limestone
14.40626049,1.9564269781,0.4328651428,146.89074707,Limestone
14.445398331,2.0411775112,0.4387797713,145.13877869,Limestone
14.42810154,2.1326811314,0.4596294761,138.57020569,Limestone
14.365493774,2.1712036133,0.4861061275,134.59382629,Limestone
14.299789429,2.2601981163,0.3955498338,124.73540497,Limestone
14.063889503,2.1875450611,0.3884408474,124.92881012,Limestone
13.884067535,2.1142988205,0.4129188061,129.85334778,Limestone
12.804714203,2.0569884777,0.4253589809,126.54724121,Limestone
12.963601112,2.0437979698,0.4263082147,130.98425293,Limestone
13.161402702,2.0358390808,0.4434962571,137.18045044,Limestone
13.092172623,2.0357046127,0.4764838219,138.62400818,Limestone
15.246946335,2.0662736893,0.5629374385,137.20013428,Limestone
15.755464554,2.0803797245,0.5518971086,125.00738525,Limestone
16.360544205,2.0625872612,0.5148205757,125.15010071,Limestone
13.308227539,2.061599493,0.4906225502,135.99671936,Limestone
12.768707275,2.0497279167,0.4813704491,124.79937744,Limestone
12.402676582,2.0213580132,0.4701096117,131.18060303,Limestone
12.387129784,2.0035603046,0.4657447934,150.32676697,Limestone
14.657828331,2.1172847748,0.6216809154,97.183067322,Limestone
15.534099579,2.0364618301,0.5887718201,67.343505859,Limestone
16.313680649,1.8967667818,0.5328586698,74.784446716,Limestone
17.161901474,1.7670738697,0.4930219054,75.866142273,Limestone
17.796159744,1.6808171272,0.500164032,126.03411865,Limestone
15.73276329,1.8171155453,0.5362210274,148.03149414,Limestone
16.150220871,1.7633459568,0.5347251296,154.5925293,Limestone
16.211120605,1.7749911547,0.5356784463,141.64633179,Limestone
15.763115883,1.8872127533,0.5559720993,136.00492859,Limestone
15.242533684,1.9079275131,0.563151598,127.97605133,Limestone
16.499656677,1.905539155,0.5305776,113.94143677,Limestone
16.099479675,1.956238389,0.5182700753,109.52346039,Limestone
15.940975189,1.944254756,0.4965153337,110.375,Limestone
15.966531754,1.7978935242,0.4875851274,133.33267212,Limestone
16.441524506,1.7927168608,0.5349674225,130.76574707,Limestone
14.140339851,2.093804121,0.5102977753,79.614006042,Limestone
14.195595741,2.0809979439,0.4993338287,85.528541565,Limestone
14.429496765,2.0180191994,0.5076105595,121.9114151,Limestone
14.073428154,1.7790126801,0.5202174187,155.96948242,Limestone
14.069383621,1.8127131462,0.5299065113,154.80413818,Limestone
13.122665405,2.3479995728,0.58869344,135.47538757,Limestone
13.01867485,2.2439205647,0.5341202021,132.09350586,Limestone
13.042341232,2.1256844997,0.4696338475,132.02461243,Limestone
20.82600975,1.8719673157,0.580165863,170.86810303,SandstoneShale
19.814996719,1.8864566088,0.564409554,171.05445862,SandstoneShale
19.521722794,1.9063016176,0.5253161788,169.53085327,SandstoneShale
18.985012054,1.9503920078,0.4792670608,160.28215027,SandstoneShale
18.641921997,1.912206769,0.4671093822,156.06298828,SandstoneShale
18.308433533,1.8923631907,0.4479982853,153.57775879,SandstoneShale
18.375743866,1.8966151476,0.4440409541,153.18011475,SandstoneShale
18.479423523,1.9101715088,0.4647099674,155.21226501,SandstoneShale
18.069477081,1.925401926,0.4779201448,155.50492859,SandstoneShale
17.620643616,1.9313639402,0.4600938559,155.53511047,SandstoneShale
17.973251343,1.9272087812,0.4334520102,154.91174316,SandstoneShale
18.680397034,1.9189919233,0.4390168488,154.16142273,SandstoneShale
15.932403564,1.9669196606,0.5625702143,140.46620178,SandstoneShale
16.399440765,1.919554472,0.5534587502,143.20373535,SandstoneShale
16.503950119,1.9170886278,0.5489025712,145.63812256,SandstoneShale
16.11895752,1.9400992393,0.5659306645,143.6978302,SandstoneShale
16.499498367,2.001875639,0.5744081736,138.89862061,SandstoneShale
17.273654938,2.0148224831,0.5533200502,134.78707886,SandstoneShale
17.911981583,1.965102911,0.533542335,132.3274231,SandstoneShale
18.622535706,1.9383960962,0.5468443036,134.5846405,SandstoneShale
19.396062851,1.9037646055,0.5784783363,141.39830017,SandstoneShale
19.375936508,1.8806782961,0.5859861374,147.26705933,SandstoneShale
18.780515671,1.8738248348,0.5628573298,148.04920959,SandstoneShale
18.776378632,1.9047148228,0.520643115,145.39370728,SandstoneShale
18.826066971,1.9360713959,0.4954294264,142.11450195,SandstoneShale
18.843381882,1.9411828518,0.5215241313,140.60531616,SandstoneShale
18.63020134,1.8967007399,0.5560981035,143.13615417,SandstoneShale
18.557394028,1.8498450518,0.5592849255,144.46095276,SandstoneShale
18.710704803,1.8291772604,0.5263214707,146.72637939,SandstoneShale
18.412460327,1.8481708765,0.5030452013,148.00590515,SandstoneShale
18.149091721,1.9017564058,0.5073416233,149.48457336,SandstoneShale
17.864048004,1.9311195612,0.5098028779,150.8021698,SandstoneShale
17.725921631,1.9272277355,0.4943018556,150.45045471,SandstoneShale
18.325750351,1.9105046988,0.4825890064,151.72079468,SandstoneShale
18.625911713,1.9137918949,0.5087840557,155.84645081,SandstoneShale
18.573543549,1.9263263941,0.5469304919,161.49998474,SandstoneShale
18.273685455,1.901190877,0.5659788251,164.57905579,SandstoneShale
18.54151535,1.8813199997,0.5613744855,161.40452576,SandstoneShale
19.456485748,1.8809584379,0.5359279513,157.52362061,SandstoneShale
19.660839081,1.9357635975,0.5178546309,157.15617371,SandstoneShale
19.556570053,1.9230098724,0.5066524148,156.84645081,SandstoneShale
19.753822327,1.8627880812,0.5011383295,156.66273499,SandstoneShale
19.559129715,1.8068995476,0.5081807971,156.62844849,SandstoneShale
19.027603149,1.8050615788,0.5129573941,156.44143677,SandstoneShale
18.658390045,1.840067029,0.5239567757,155.7721405,SandstoneShale
18.753583908,1.8690663576,0.5417166352,154.83711243,SandstoneShale
18.574018478,1.8974962234,0.5439795852,153.14466858,SandstoneShale
17.832155228,1.9359017611,0.5344967842,151.10466003,SandstoneShale
17.621376038,1.924826622,0.5149316788,149.10990906,SandstoneShale
17.892934799,1.9059185982,0.5143486857,147.19389343,SandstoneShale
18.102510452,1.8921195269,0.5407059789,147.5193634,SandstoneShale
18.007627487,1.920196414,0.5591540337,150.23326111,SandstoneShale
17.781925201,1.9403557777,0.5617685318,152.74407959,SandstoneShale
17.671390533,1.9439027309,0.5527278185,144.82807922,SandstoneShale
18.038301468,1.9547914267,0.5533179045,141.04199219,SandstoneShale
18.604772568,1.9551862478,0.5482214093,145.07086182,SandstoneShale
18.821258545,1.9395576715,0.5224353075,153.19192505,SandstoneShale
18.810602188,2.0120148659,0.4923820198,159.33235168,SandstoneShale
18.521270752,2.1374630928,0.4948489666,159.76477051,SandstoneShale
17.607381821,2.3625488281,0.517246604,158.67224121,SandstoneShale
16.304536819,2.4279527664,0.5050626397,138.5403595,SandstoneShale
15.535209656,2.4092242718,0.4829796851,123.35531616,Limestone
15.389791489,2.2035079002,0.4780626595,122.22342682,Limestone
15.542597771,2.0451483727,0.5069125891,122.59744263,Limestone
16.268774033,1.9237723351,0.5365675092,128.28642273,Limestone
14.356503487,1.9109297991,0.6023839712,129.77362061,Limestone
15.192490578,1.8786500692,0.5518380404,118.93766022,Limestone
15.668642998,1.8487528563,0.4713378847,112.92388153,Limestone
15.76627636,1.7936574221,0.4111543894,116.1496048,Limestone
15.924408913,1.7756557465,0.4154088497,127.07611847,Limestone
16.595762253,1.7960275412,0.4788477123,140.39239502,Limestone
13.912201881,2.1201617718,0.3887932003,77.401901245,Limestone
13.866321564,2.0139086246,0.3572534025,78.359909058,Limestone
13.9319067,1.892080307,0.3635078073,90.598419189,Limestone
14.457942963,1.7924275398,0.3899576366,126.63352966,Limestone
15.149594307,1.7499434948,0.4327167869,147.34088135,Limestone
16.267532349,1.7841756344,0.4922187924,157.02067566,Limestone
15.509840965,2.4582993984,0.511004746,133.30511475,Limestone
14.911655426,2.322259903,0.4952487946,141.6368103,Limestone
14.550918579,2.1975295544,0.5208797455,146.83760071,Limestone
13.627978325,2.1420342922,0.5645419955,150.30610657,Limestone
12.879221916,2.200303793,0.4659679234,122.28378296,Sandstone
12.751889229,2.1682431698,0.4567709863,117.33792877,Sandstone
12.538262367,2.1305530071,0.4218091965,111.11367798,Sandstone
12.364388466,2.104159832,0.3742270768,108.92076874,Sandstone
12.385832787,2.0928316116,0.3371393681,110.93684387,Sandstone
12.544644356,2.0868554115,0.3225111067,110.96112061,Sandstone
12.703526497,2.0801565647,0.319185257,113.90534973,Sandstone
12.848212242,2.0702857971,0.3220215738,117.23867798,Sandstone
12.987112045,2.0611972809,0.3315932453,117.51230621,Sandstone
13.07888031,2.0558395386,0.3470497429,116.92503357,Sandstone
13.057520866,2.0514616966,0.3649156392,115.38845062,Sandstone
12.893865585,2.0474238396,0.3820493817,116.82873535,Sandstone
12.689308167,2.0489997864,0.3958804905,117.17453766,Sandstone
12.623476028,2.0599126816,0.4055472612,115.2217865,Sandstone
12.674855232,2.0762262344,0.4082630575,110.78444672,Sandstone
12.705037117,2.112610817,0.4096640646,103.04756927,Sandstone
12.698579788,2.2018668652,0.4185203314,77.336776733,Sandstone
12.671276093,2.319653511,0.4366170168,76.88533783,Sandstone
12.660685539,2.362878561,0.447181046,88.598258972,Sandstone
12.742530823,2.2819492817,0.4379198551,99.24130249,Sandstone
13.069008827,2.142588377,0.423868984,117.97834015,Sandstone
13.632256508,2.0340452194,0.4190001786,130.24606323,SandstoneShale
13.866041183,1.9861273766,0.4348697066,143.5193634,SandstoneShale
13.490297318,2.0017273426,0.4662136734,136.99310303,SandstoneShale
13.053168297,2.0822196007,0.4975352883,95.051673889,SandstoneShale
12.900138855,2.2102017403,0.5135960579,94.190452576,SandstoneShale
13.244930267,2.3332731724,0.5006337166,81.622047424,SandstoneShale
13.849236488,2.3847866058,0.4685125649,97.322174072,SandstoneShale
14.083374023,2.3802249432,0.4454626143,103.85744476,SandstoneShale
14.317511559,2.3628268242,0.44277215,107.31053162,SandstoneShale
14.551649094,2.3760783672,0.4605448246,109.05445862,SandstoneShale
14.785786629,2.4213914871,0.474301666,113.45735168,SandstoneShale
14.439349174,2.4406673908,0.4674519598,121.62204742,SandstoneShale
13.189350128,2.3938758373,0.4462551773,111.49408722,Sandstone
12.465041161,2.2965898514,0.4264362156,107.94667816,Sandstone
12.311542511,2.1987636089,0.429360956,107.57726288,Sandstone
12.255272865,2.1265320778,0.4500721693,114.42388153,Sandstone
12.183917999,2.074691534,0.46588853,130.9954071,Sandstone
12.1519804,2.0262925625,0.467433095,133.99409485,Sandstone
12.201760292,1.9785244465,0.4574580193,116.56298828,Sandstone
12.321173668,1.9458281994,0.4638300538,113.05659485,Sandstone
12.481827736,1.9530415535,0.4985406399,110.58316803,Sandstone
12.636665344,2.0002534389,0.5380672812,110.93585968,Sandstone
12.715373039,2.0633871555,0.5398225188,109.61236572,Sandstone
12.787889481,2.1142866611,0.5015060902,110.76722717,Sandstone
12.960746765,2.1385629177,0.4528436363,111.12089539,Sandstone
13.171294212,2.1439492702,0.4146870077,109.3067627,Sandstone
13.294142723,2.144920826,0.3930101991,107.32382202,Sandstone
13.343252182,2.1438500881,0.3729608059,105.72113037,Sandstone
13.400100708,2.1383421421,0.3554439843,104.84022522,Sandstone
13.522634506,2.1284797192,0.3487588763,108.19635773,Sandstone
13.714989662,2.1172401905,0.3584297001,108.57562256,Sandstone
13.780697823,2.1119811535,0.3719602823,109.17601776,Sandstone
13.546005249,2.1102538109,0.3691368401,108.57234192,Sandstone
13.3013134,2.1137149334,0.3511069715,109.1792984,Sandstone
13.241737366,2.1217637062,0.34011361,108.5670929,Sandstone
13.201544762,2.1237442493,0.3405918479,108.99901581,Sandstone
13.195794106,2.1200652122,0.3370956481,108.87434387,Sandstone
13.22278595,2.1151740551,0.3292133808,108.7485199,Sandstone
13.230140686,2.1117944717,0.3309978247,108.1875,Sandstone
13.199258804,2.1109392643,0.3439711928,107.19012451,Sandstone
13.153727531,2.1087613106,0.3506002724,106.75228882,Sandstone
13.074707031,2.108934164,0.3442643583,106.5639801,Sandstone
12.998408318,2.1127026081,0.3347842395,106.9954071,Sandstone
13.001605034,2.1187353134,0.3306388855,106.01312256,Sandstone
13.069863319,2.1248137951,0.3374050558,105.01574707,Sandstone
13.142148972,2.1287417412,0.3503963649,104.57054138,Sandstone
13.207396507,2.1280169487,0.3587112725,104.19537354,Sandstone
13.230144501,2.1223332882,0.3519552648,103.02804565,Sandstone
13.194821358,2.1188395023,0.3367705345,103.18257904,Sandstone
13.137420654,2.1254458427,0.3298861384,102.76263428,Sandstone
13.09636879,2.1382510662,0.3317085803,102.99211884,Sandstone
13.105368614,2.1449146271,0.3385737836,103.18109894,Sandstone
13.168663025,2.1472845078,0.3418766558,102.76607513,Sandstone
13.24709034,2.1454174519,0.3408075273,102.65994263,Sandstone
13.292404175,2.1424603462,0.335119307,102.56643677,Sandstone
13.268333435,2.137301445,0.3309957087,102.38336945,Sandstone
13.187866211,2.1372151375,0.3312582374,102.07726288,Sandstone
13.153909683,2.1335961819,0.3284626305,101.76557922,Sandstone
13.236224174,2.1306395531,0.3236737251,101.98687744,Sandstone
13.308356285,2.1293153763,0.332410574,101.58661652,Sandstone
13.316765785,2.1253693104,0.3464102447,101.76861572,Sandstone
13.2804842,2.1149778366,0.3468701839,101.98679352,Sandstone
13.15948391,2.1135470867,0.3358173668,102.52706909,Sandstone
13.094842911,2.1300098896,0.3272262514,102.38730621,Sandstone
13.141471863,2.1432030201,0.334836781,102.46234894,Sandstone
13.184217453,2.1445405483,0.3465577662,102.5558548,Sandstone
13.178470612,2.1436228752,0.3503156304,101.80970764,Sandstone
13.152171135,2.1417081356,0.3522001803,101.8510437,Sandstone
13.082564354,2.1380171776,0.3597578704,101.96013641,Sandstone
12.934458733,2.1309843063,0.3647407889,102.0692215,Sandstone
12.811405182,2.1304860115,0.362303555,102.17831421,Sandstone
12.803865433,2.1291725636,0.3557597697,101.98769379,Sandstone
12.809474945,2.120193243,0.3588012457,101.76951599,Sandstone
12.78000927,2.1147453785,0.372174561,101.57971954,Sandstone
12.729193687,2.107468605,0.380163461,101.39271545,Sandstone
12.710585594,2.1098303795,0.3805827498,101.54428864,Sandstone
12.706377029,2.1125438213,0.3729480803,101.39369965,Sandstone
12.698707581,2.1192193031,0.3791550398,102.44094849,Sandstone
12.713898659,2.1160690784,0.3951460719,102.31077576,Sandstone
12.79207325,2.1108567715,0.4048684537,102.03026581,Sandstone
12.893432617,2.1038088799,0.4118145704,101.6107254,Sandstone
12.932394028,2.1002030373,0.4124414027,101.95062256,Sandstone
12.901311874,2.1011483669,0.4111476541,101.778862,Sandstone
12.772234917,2.1115095615,0.4101018906,102.13582611,Sandstone
12.594522476,2.1294510365,0.4099387527,102.51722717,Sandstone
12.527608871,2.1495559216,0.4081429243,101.85021973,Sandstone
12.537022591,2.1547818184,0.3964501917,102.29625702,Sandstone
12.576523781,2.1511399746,0.3831718266,102.45669556,Sandstone
12.594719887,2.1449975967,0.3777469695,102.55019379,Sandstone
12.566959381,2.1459608078,0.3802136481,102.23769379,Sandstone
12.538107872,2.14580369,0.3884997368,102.43036652,Sandstone
12.497599602,2.1385159492,0.3886114061,102.71087646,Sandstone
12.476940155,2.1315562725,0.3825261891,102.10630035,Sandstone
12.504741669,2.1295118332,0.3743055463,102.64173126,Sandstone
12.549528122,2.1301643848,0.3694737256,102.43011475,Sandstone
12.582420349,2.1236548424,0.3689107001,102.21555328,Sandstone
12.608265877,2.1271958351,0.3708091378,101.81659698,Sandstone
12.649510384,2.1353340149,0.3650521338,102.80641937,Sandstone
12.738946915,2.1450331211,0.3521775901,103.4739151,Sandstone
12.882459641,2.1385345459,0.3411125839,103.71997833,Sandstone
12.972970963,2.1296536922,0.348097086,104.11630249,Sandstone
12.983223915,2.1264951229,0.3601863384,104.29183197,Sandstone
12.961038589,2.1293346882,0.3580318391,104.41650391,Sandstone
12.928253174,2.1253159046,0.3488984406,104.54117584,Sandstone
12.924972534,2.1261789799,0.3480987847,104.25246429,Sandstone
12.97099781,2.1349816322,0.3673321605,104.34203339,Sandstone
13.072631836,2.1435053349,0.3972323239,104.52903748,Sandstone
13.179737091,2.1374447346,0.4160082042,104.92076874,Sandstone
13.232387543,2.1274783611,0.4130794108,105.15305328,Sandstone
13.248641968,2.1064736843,0.3974131942,105.34005737,Sandstone
13.221323013,2.1055448055,0.3893092275,104.86811066,Sandstone
13.131211281,2.1138708591,0.3973616362,104.67420959,Sandstone
13.109083176,2.1284000874,0.4034993649,104.58071136,Sandstone
13.265921593,2.1278944016,0.405841887,104.71308899,Sandstone
13.429656982,2.1203632355,0.4007371664,104.59989929,Sandstone
13.45139122,2.106218338,0.3944200277,104.7121048,Sandstone
13.388805389,2.1104888916,0.390651077,104.79970551,Sandstone
13.271468163,2.1211295128,0.3825545311,104.86203766,Sandstone
13.156835556,2.126134634,0.3832808137,104.92437744,Sandstone
13.092670441,2.1291041374,0.3839741051,104.98670959,Sandstone
12.984431267,2.1260812283,0.3827003837,105.29428864,Sandstone
12.906564713,2.1312704086,0.3882434964,104.88615417,Sandstone
12.931289673,2.1386322975,0.3973907828,105.72441101,Sandstone
13.017465591,2.1460237503,0.4160932302,105.36876678,Sandstone
13.061587334,2.1541137695,0.4225694537,105.39720154,Sandstone
12.974521637,2.1480712891,0.4147733748,105.66732025,Sandstone
12.857330322,2.131944418,0.4083275497,105.93744659,Sandstone
12.82905674,2.1257483959,0.4173731804,105.76049805,Sandstone
12.880494118,2.1273233891,0.4341359138,105.44882202,Sandstone
12.958675385,2.1215722561,0.4329647124,105.23228455,Sandstone
13.006271362,2.1032636166,0.4206048846,105.04527283,Sandstone
13.038459778,2.0846076012,0.4036601782,104.527565,Sandstone
13.187777519,2.0775654316,0.3943037689,104.98704529,Sandstone
13.522997856,2.0828676224,0.3874818981,105.9381485,Sandstone
13.57152462,2.0885324478,0.3684621453,105.86023712,Sandstone
13.620052338,2.0963737965,0.3457703888,106.07611084,Sandstone
13.658549309,2.1031196117,0.3298506737,104.98047638,Sandstone
13.379648209,2.0987555981,0.3326015174,104.42372894,Sandstone
