WELL,DEPTH_MD,GROUP,FORMATION,CALI,RSHA,RMED,RDEP,RHOB,GR,NPHI,PEF,DTC,SP,BS,ROP,DRHO
15/9-15,1287.056,HORDALAND GP.,Utsira Fm.,13.026386261,0.7119474411,0.7119474411,0.7623825669,1.9666173458,47.32616806,0.5073295832,2.3415985107,152.70570374,62.221504211,12.250000954,43.547302246,0.0890801027
15/9-15,1287.208,HORDALAND GP.,Utsira Fm.,12.973670006,0.7091625929,0.7091625929,0.7709823847,1.9723562002,47.083293915,0.4767152369,2.4120795727,151.24441528,62.074104309,12.250000954,42.658191681,0.0824196488
15/9-15,1287.36,HORDALAND GP.,Utsira Fm.,12.965229034,0.7128700614,0.7128700614,0.7749999762,1.975288868,45.567516327,0.4552733004,2.4681594372,151.47145081,61.120185852,12.250000954,42.49539566,0.0781605169
15/9-15,1287.512,HORDALAND GP.,Utsira Fm.,12.972801208,0.7220410705,0.7220410705,0.774643302,1.9772213697,44.871906281,0.4515858293,2.4676935673,151.38484192,61.339733124,12.250000954,42.490192413,0.0728782639
15/9-15,1287.664,HORDALAND GP.,Utsira Fm.,13.013237,0.728502512,0.728502512,0.7723645568,1.9884389639,44.690811157,0.458455503,2.4111714363,152.40846252,61.840717316,12.250000954,42.261413574,0.0687047839
15/9-15,1287.816,HORDALAND GP.,Utsira Fm.,13.104063988,0.7251605392,0.7251605392,0.7683488131,2.0051336288,44.905651093,0.4615289867,2.4125204086,152.72900391,61.780498505,12.250000954,43.070087433,0.0695378706
15/9-15,1287.968,HORDALAND GP.,Utsira Fm.,13.210116386,0.7088486552,0.7088486552,0.766546011,2.0098798275,44.119068146,0.4618665874,2.4605045319,150.00984192,62.402507782,12.250000954,52.343357086,0.0730126202
15/9-15,1288.12,HORDALAND GP.,Utsira Fm.,13.274252892,0.6863703132,0.6863703132,0.7673382759,1.9925493002,43.676223755,0.4664665461,2.5876793861,148.49769592,62.778327942,12.250000954,61.996757507,0.074249059
15/9-15,1289.032,HORDALAND GP.,Utsira Fm.,14.219483376,0.6871923804,0.6871923804,0.7538446188,1.8857302666,46.87279129,0.5114042759,2.4895713329,152.03936768,62.604881287,12.250000954,59.339496613,0.0743134096
15/9-15,1289.184,HORDALAND GP.,Utsira Fm.,14.393721581,0.6721386909,0.6721386909,0.752931416,1.8309185505,45.964286804,0.518347919,2.7304952145,152.44619751,62.171123505,12.250000954,53.375442505,0.0678032637
15/9-15,1289.336,HORDALAND GP.,Utsira Fm.,14.606926918,0.6662915349,0.6662915349,0.7519245744,1.7805058956,44.44613266,0.5289137363,3.2526054382,153.05610657,62.037506104,12.250000954,52.935588837,0.0543715097
15/9-15,1289.488,HORDALAND GP.,Utsira Fm.,14.829509735,0.6688913703,0.6688913703,0.7513199449,1.7436363697,45.000518799,0.5385782123,3.9229648113,153.06954956,62.035449982,12.250000954,52.939353943,0.0354071856
15/9-15,1289.64,HORDALAND GP.,Utsira Fm.,14.993730545,0.6718994379,0.6718994379,0.7500137091,1.7267508507,46.759777069,0.531532824,4.1310544014,153.00721741,61.761360168,12.250000954,52.943191528,0.0201875027
15/9-15,1289.792,HORDALAND GP.,Utsira Fm.,15.056215286,0.6724150777,0.6724150777,0.7497444749,1.7322865725,47.556892395,0.5161723495,4.1501283646,153.11022949,60.735431671,12.250000954,52.776134491,0.0153928455
15/9-15,1289.944,HORDALAND GP.,Utsira Fm.,15.114328384,0.6712123156,0.6712123156,0.7515799403,1.7636127472,46.837436676,0.5016412735,4.0185103416,151.91601563,61.598274231,12.250000954,43.543144226,0.0225230176
15/9-15,1290.096,HORDALAND GP.,Utsira Fm.,15.211798668,0.6728548408,0.6728548408,0.7534184456,1.8066854477,44.798587799,0.4853859246,3.7594993114,151.53083801,62.275699615,12.250000954,29.353467941,0.037534181
15/9-15,1290.248,HORDALAND GP.,Utsira Fm.,15.356415749,0.6756153703,0.6756153703,0.7563472986,1.8205960989,42.423698425,0.4994701147,3.3662922382,151.17224121,62.133308411,12.250000954,29.267053604,0.0564547591
15/9-15,1290.4,HORDALAND GP.,Utsira Fm.,15.569860458,0.6738718748,0.6738718748,0.7607017756,1.7943880558,41.329753876,0.5338423848,3.3942322731,151.45176697,63.167743683,12.250000954,29.270887375,0.0693246722
15/9-15,1290.552,HORDALAND GP.,Utsira Fm.,15.859294891,0.6672893167,0.6672893167,0.7631074786,1.7578663826,40.421607971,0.5498585701,3.7883441448,151.17420959,62.559780121,12.250000954,29.274663925,0.0654291511
15/9-15,1290.704,HORDALAND GP.,Utsira Fm.,16.160131454,0.6635457873,0.6635457873,0.764454186,1.7460805178,39.702705383,0.5450642705,4.4383678436,151.34153748,63.362949371,12.250000954,29.278461456,0.0500929728
15/9-15,1290.856,HORDALAND GP.,Utsira Fm.,16.442911148,0.6630707383,0.6630707383,0.7642908096,1.7461053133,40.339241028,0.5288825035,4.9638175964,151.15911865,63.741718292,12.250000954,29.282312393,0.0369865634
15/9-15,1291.008,HORDALAND GP.,Utsira Fm.,16.710103989,0.6596310139,0.6596310139,0.7623252273,1.7299348116,43.410675049,0.5319886804,5.0549554825,151.25952148,64.22480011,12.250000954,32.106601715,0.0337184072
15/9-15,1291.16,HORDALAND GP.,Utsira Fm.,16.958101273,0.6502631307,0.6502631307,0.7597844005,1.7159131765,44.970745087,0.5367388725,4.8641161919,151.4153595,64.486000061,12.250000954,41.714092255,0.0323630422
15/9-15,1291.312,HORDALAND GP.,Utsira Fm.,17.165849686,0.6403796673,0.6403796673,0.7572782636,1.7170848846,44.952125549,0.5624741316,4.6777276993,151.57119751,63.820983887,12.250000954,50.540870667,0.0296077505
15/9-15,1291.464,HORDALAND GP.,Utsira Fm.,17.339408875,0.6362380981,0.6362380981,0.7542853951,1.7354227304,44.198829651,0.5908749104,4.5894298553,151.72703552,62.330905914,12.250000954,55.850639343,0.0307979006
15/9-15,1291.616,HORDALAND GP.,Utsira Fm.,17.421442032,0.6382161975,0.6382161975,0.7515854239,1.7469160557,45.590496063,0.586882472,4.6659507751,151.53739929,61.925426483,12.250000954,56.317489624,0.037634626
15/9-15,1291.768,HORDALAND GP.,Utsira Fm.,17.419368744,0.6407831907,0.6407831907,0.7507892251,1.7488481998,45.615077972,0.5520055294,4.677230835,151.28805542,63.692749023,12.250000954,56.32131958,0.0439999998
15/9-15,1291.92,HORDALAND GP.,Utsira Fm.,17.382581711,0.635956943,0.635956943,0.7499146461,1.7560552359,42.633541107,0.5241043568,4.6699924469,151.03869629,64.123672485,12.250000954,55.874637604,0.0441678092
15/9-15,1292.072,HORDALAND GP.,Utsira Fm.,17.287527084,0.6258419752,0.6258419752,0.7473292351,1.7707858086,41.65184021,0.5291888714,4.7123584747,151.10531616,62.159210205,12.250000954,53.59859848,0.045957353
15/9-15,1292.224,HORDALAND GP.,Utsira Fm.,17.182271957,0.6212058067,0.6212058067,0.7451115847,1.8021813631,45.04724884,0.5705009103,4.656332016,151.02000427,60.939395905,12.250000954,51.345035553,0.0517319292
15/9-15,1292.376,HORDALAND GP.,Utsira Fm.,17.116268158,0.6222751141,0.6222751141,0.7400580049,1.8289110661,49.636669159,0.599152863,4.343603611,150.79067993,60.127841949,12.250000954,51.348873138,0.0616444238
15/9-15,1292.528,HORDALAND GP.,Utsira Fm.,17.08000946,0.6268145442,0.6268145442,0.732937932,1.8425596952,51.625621796,0.5944070816,4.0079307556,150.95864868,60.539398193,12.250000954,51.274524689,0.0687460974
15/9-15,1292.68,HORDALAND GP.,Utsira Fm.,17.089458466,0.6321006417,0.6321006417,0.7285502553,1.8443272114,48.858730316,0.5662468672,3.7717857361,150.47998047,60.755535126,12.250000954,52.242225647,0.0670472607
15/9-15,1292.832,HORDALAND GP.,Utsira Fm.,17.134153366,0.6357025504,0.6357025504,0.728841424,1.8323568106,46.726200104,0.5305660963,3.6729123592,150.99703979,60.906040192,12.250000954,57.571826935,0.0602209158
15/9-15,1293.896,HORDALAND GP.,Utsira Fm.,17.047344208,0.7270104289,0.7270104289,0.7696202993,1.7029653788,51.732616425,0.6240724921,2.796889782,158.17224121,59.325000763,12.250000954,59.222202301,0.0616202801
15/9-15,1294.048,HORDALAND GP.,Utsira Fm.,16.714214325,0.731334269,0.731334269,0.7834426761,1.6622515917,57.965671539,0.598411262,2.6453945637,158.63026428,59.345134735,12.250000954,57.866214752,0.075001657
15/9-15,1294.2,HORDALAND GP.,Utsira Fm.,16.2186203,0.7365592718,0.7365592718,0.8013706803,1.6371947527,58.769920349,0.5789687037,2.5091204643,159.55577087,59.578147888,12.250000954,57.628879547,0.086677514
15/9-15,1294.352,HORDALAND GP.,Utsira Fm.,15.781517982,0.7432296872,0.7432296872,0.8245392442,1.6252030134,57.277469635,0.5697928071,2.4090101719,161.55708313,59.974842072,12.250000954,57.632652283,0.0869843066
15/9-15,1294.504,HORDALAND GP.,Utsira Fm.,15.357936859,0.7432979941,0.7432979941,0.859105587,1.6429564953,57.829380035,0.5538600683,2.4270837307,162.30018616,60.501998901,12.250000954,57.636646271,0.0826633349
15/9-15,1294.656,HORDALAND GP.,Utsira Fm.,14.792373657,0.7385020852,0.7385020852,0.9036679268,1.6878679991,64.214225769,0.5336807966,2.502086401,163.97079468,61.642688751,12.250000954,57.026111603,0.0822648108
15/9-15,1301.04,HORDALAND GP.,Utsira Fm.,12.154698372,1.2071204185,1.2071204185,1.2344440222,2.0217654705,63.036346436,0.4524592757,2.1018693447,146.10169983,65.085853577,12.250000954,60.1549263,0.0748438686
15/9-15,1301.192,HORDALAND GP.,Utsira Fm.,12.12280941,1.2013177872,1.2013177872,1.2324923277,2.0050981045,68.850593567,0.4507671297,2.0744707584,147.4881897,64.055885315,12.250000954,59.447990417,0.0734388828
15/9-15,1414.888,HORDALAND GP.,Utsira Fm.,13.96572113,1.4448338747,1.4448338747,1.4963700771,2.1295163631,76.023925781,0.5414440036,2.2958538532,139.99934387,63.779922485,12.250000954,43.880256653,0.0373874605
15/9-15,1415.04,HORDALAND GP.,Utsira Fm.,13.829253197,1.6981953382,1.6981953382,1.4772043228,2.2040314674,76.23625946,0.5316879749,2.7516117096,120.71784973,64.200965881,12.250000954,41.818729401,0.0443458743
15/9-15,1415.192,HORDALAND GP.,Utsira Fm.,13.570147514,1.8615642786,1.8615642786,1.4878326654,2.1784706116,81.908599854,0.4906641543,3.0679740906,113.89911652,64.527305603,12.250000954,41.437179565,0.0586120822
15/9-15,1428.72,HORDALAND GP.,Utsira Fm.,14.04224968,1.4763686657,1.4763686657,1.6472256184,2.1038527489,82.613693237,0.5761318803,2.2436938286,131.93110657,64.698890686,12.250000954,37.865463257,0.0384797715
15/9-15,1428.872,HORDALAND GP.,Utsira Fm.,13.493611336,1.5510076284,1.5510076284,1.6532946825,2.1473021507,77.906181335,0.5766146779,2.6068866253,127.14173126,64.149307251,12.250000954,33.921756744,0.0414528996
15/9-15,1432.824,HORDALAND GP.,Utsira Fm.,13.152923584,1.4938842058,1.4938842058,1.5959162712,2.0465445518,82.079147339,0.4582533538,2.2413041592,62.497806549,64.965065002,12.250000954,55.938308716,0.0444165356
15/9-15,1432.976,HORDALAND GP.,Utsira Fm.,13.048430443,1.5392401218,1.5392401218,1.5708793402,2.1282429695,79.340309143,0.4703921378,2.5668053627,62.19070816,64.705154419,12.250000954,61.240039825,0.0469999984
15/9-15,1450.304,HORDALAND GP.,Utsira Fm.,12.613965034,1.506778121,1.506778121,1.3324985504,2.2376475334,84.742004395,0.4795267582,3.2248692513,112.97047424,65.87008667,12.250000954,45.717346191,0.0908343047
15/9-15,1450.456,HORDALAND GP.,Utsira Fm.,12.705791473,1.4095205069,1.4095205069,1.3500736952,2.181650877,91.941482544,0.4405632913,2.8504230976,115.57054138,65.414230347,12.250000954,45.716182709,0.1079041883
15/9-15,1450.608,HORDALAND GP.,Utsira Fm.,12.627165794,1.2854921818,1.2854921818,1.373577714,2.0790483952,96.356384277,0.42820099,2.3554310799,124.61909485,65.194145203,12.250000954,45.714805603,0.093279615
15/9-15,1476.296,HORDALAND GP.,Utsira Fm.,12.969851494,1.3287363052,1.3287363052,1.3850411177,2.0575959682,78.51537323,0.4679863453,2.3076937199,137.62303162,67.215377808,12.250000954,40.513782501,0.0441782959
15/9-15,1476.448,HORDALAND GP.,Utsira Fm.,13.045228958,1.589432478,1.589432478,1.3444334269,2.0824632645,75.007804871,0.4999463856,2.5104138851,130.9150238,66.788299561,12.250000954,40.250087738,0.0524909347
15/9-15,1476.6,HORDALAND GP.,Utsira Fm.,13.129533768,1.7355937958,1.7355937958,1.3044844866,2.0865221024,76.148849487,0.5085084438,2.6498205662,123.97113037,66.23374176,12.250000954,40.109737396,0.0729835182
15/9-15,1476.752,HORDALAND GP.,Utsira Fm.,13.216772079,1.5780627728,1.5780627728,1.2826805115,2.0667088032,81.409561157,0.5006061196,2.5921795368,128.43701172,65.995315552,12.250000954,41.46710968,0.085554488
15/9-15,1476.904,HORDALAND GP.,Utsira Fm.,13.307081223,1.3261504173,1.3261504173,1.2839084864,2.0524556637,90.477333069,0.481090486,2.4101343155,138.25918579,65.412315369,12.250000954,44.557491302,0.0830145553
15/9-15,1500.464,HORDALAND GP.,Utsira Fm.,12.51834774,1.2142436504,1.2142436504,1.2330492735,1.9869208336,87.670585632,0.5612290502,2.297857523,149.66142273,65.014610291,12.250000954,46.131767273,0.0383119956
15/9-15,1500.616,HORDALAND GP.,Utsira Fm.,12.531263351,1.189976573,1.189976573,1.2330474854,1.9745037556,91.871063232,0.5463556647,2.1161704063,148.63780212,64.951690674,12.250000954,46.130382538,0.0379458927
15/9-15,1513.384,HORDALAND GP.,Utsira Fm.,13.118612289,1.1270910501,1.1270910501,1.1524369717,2.0156760216,96.712730408,0.4870499969,2.3024270535,143.82611084,65.887741089,12.250000954,52.989318848,0.0675519034
15/9-15,1513.536,HORDALAND GP.,Utsira Fm.,12.992114067,1.1058497429,1.1058497429,1.1434913874,1.9971215725,99.822479248,0.5044972301,2.1392543316,147.38648987,65.621879578,12.250000954,52.202007294,0.056135565
15/9-15,1516.576,HORDALAND GP.,Utsira Fm.,12.794545174,1.2784602642,1.2784602642,1.1742601395,2.0288989544,97.48008728,0.443213135,2.2211973667,127.19390106,65.571846008,12.250000954,47.28446579,0.0342638269
15/9-15,1516.728,HORDALAND GP.,Utsira Fm.,12.778353691,1.2144582272,1.2144582272,1.1704854965,2.020004034,101.94338989,0.4109546542,2.1828284264,128.09054565,65.487770081,12.250000954,47.866794586,0.0386367738
15/9-15,1516.88,HORDALAND GP.,Utsira Fm.,12.762227058,1.1683647633,1.1683647633,1.1664688587,2.0169444084,106.29268646,0.415958792,2.0680418015,142.53445435,65.780082703,12.250000954,50.026378632,0.0366424918
15/9-15,1520.832,HORDALAND GP.,Utsira Fm.,13.028808594,1.3958808184,1.3958808184,1.1702493429,2.1266098022,86.280960083,0.5128716826,2.7965807915,112.50476074,65.395347595,12.250000954,43.226963043,0.0617187954
15/9-15,1520.984,HORDALAND GP.,Utsira Fm.,12.981984138,1.5721895695,1.5721895695,1.1746120453,2.1376006603,84.038208008,0.5041248202,3.2179172039,113.66978455,64.87348175,12.250000954,45.165557861,0.0755244493
15/9-15,1521.136,HORDALAND GP.,Utsira Fm.,13.014004707,1.4832241535,1.4832241535,1.1888471842,2.1016206741,90.515518188,0.4827488661,2.9524495602,111.41321564,65.192695618,12.250000954,45.544281006,0.0724148452
15/9-15,1521.288,HORDALAND GP.,Utsira Fm.,13.153358459,1.2604291439,1.2604291439,1.2049114704,2.0653493404,98.202209473,0.4565030336,2.4994547367,112.07201385,66.242736816,12.250000954,45.543014526,0.0606906004
15/9-15,1521.44,HORDALAND GP.,Utsira Fm.,13.159000397,1.126423955,1.126423955,1.2137645483,2.0430140495,100.09201813,0.4445384145,2.1843724251,125.03001404,67.590209961,12.250000954,45.271694183,0.0533670187
15/9-15,1532.992,HORDALAND GP.,Utsira Fm.,13.097431183,1.0978717804,1.0978717804,1.1280633211,2.2980854511,86.393615723,0.4876483977,2.4060616493,132.09973145,65.761100769,12.250000954,62.07118988,0.0779972449
15/9-15,1533.6,HORDALAND GP.,Utsira Fm.,12.823857307,1.2831385136,1.2831385136,1.1545766592,2.0809168816,89.204269409,0.4858762622,2.802936554,133.00524902,65.33506012,12.250000954,58.661952972,0.1078651771
15/9-15,1533.752,HORDALAND GP.,Utsira Fm.,12.788235664,1.1703126431,1.1703126431,1.1635502577,2.0273559093,90.045310974,0.4874281883,2.330914259,149.60629272,65.23576355,12.250000954,56.838825226,0.0929423571
15/9-15,1560.352,HORDALAND GP.,Utsira Fm.,13.273029327,0.8662177324,0.8662177324,0.8287152052,1.9607746601,82.278312683,0.4705300033,2.1602272987,166.21128845,67.752555847,12.250000954,47.382526398,0.0262134261
15/9-15,1560.504,HORDALAND GP.,Utsira Fm.,13.297170639,0.8518157601,0.8518157601,0.8344115019,1.9620728493,83.614593506,0.5077420473,2.1455149651,164.83990479,67.504837036,12.250000954,47.382526398,0.0170953423
15/9-15,1573.12,HORDALAND GP.,Utsira Fm.,14.382365227,0.8640748858,0.8640748858,0.8685757518,1.8841779232,68.314750671,0.4531891048,2.3476183414,162.02230835,67.589622498,12.250000954,54.850357056,0.0596130118
15/9-15,1573.272,HORDALAND GP.,Utsira Fm.,14.292186737,0.8709904552,0.8709904552,0.885868907,1.8615427017,67.432495117,0.4756436646,2.4311027527,161.75328064,68.906051636,12.250000954,55.695301056,0.0703471377
15/9-15,1576.16,HORDALAND GP.,Utsira Fm.,15.675662041,0.8056798577,0.8056798577,0.8544560075,1.7418881655,65.297233582,0.5297760367,2.5486960411,162.94488525,65.766220093,12.250000954,62.083320618,0.0732485354
15/9-15,1590.6,HORDALAND GP.,Utsira Fm.,14.221586227,0.9779632092,0.9779632092,1.0043925047,1.9937530756,62.953624725,0.4721444845,2.4543213844,146.93832397,66.330604553,12.250000954,42.136585236,0.1037544236
15/9-15,1632.248,HORDALAND GP.,Utsira Fm.,13.421298027,1.1711852551,1.1711852551,0.8778691888,2.3942050934,67.658416748,0.4885183573,3.3882362843,134.22441101,67.261810303,12.250000954,53.617053986,0.0666396245
15/9-15,1632.4,HORDALAND GP.,Utsira Fm.,13.36856842,1.203889966,1.203889966,0.8776963949,2.3813934326,72.032936096,0.4755702019,3.6691434383,126.43701172,66.907546997,12.250000954,53.79000473,0.0938761532
15/9-15,1632.552,HORDALAND GP.,Utsira Fm.,13.308044434,1.0943579674,1.0943579674,0.877184689,2.2584311962,80.692626953,0.4570151865,3.1800973415,136.27157593,65.813224792,12.250000954,54.0327034,0.1091172174
15/9-15,1632.704,HORDALAND GP.,Utsira Fm.,13.214139938,0.9297850132,0.9297850132,0.8812355399,2.1357889175,85.957366943,0.4513489604,2.6174795628,146.71284485,64.436988831,12.250000954,52.213237762,0.0991576314
15/9-15,1632.856,HORDALAND GP.,Utsira Fm.,13.105709076,0.8502598405,0.8502598405,0.8793902397,2.0785062313,86.666496277,0.4821134806,2.3953602314,157.54330444,64.874740601,12.250000954,47.848403931,0.0776128471
15/9-15,1671.464,HORDALAND GP.,Utsira Fm.,13.38403511,1.4614192247,1.4614192247,1.1750701666,2.1280801296,60.594020844,0.5262573361,2.5227921009,140.55905151,66.585441589,12.250000954,51.181991577,0.0598451011
15/9-15,1671.616,HORDALAND GP.,Utsira Fm.,13.302892685,1.7295515537,1.7295515537,1.2251369953,2.1277778149,57.066066742,0.4899814725,2.730918169,133.52001953,66.507957458,12.250000954,51.121963501,0.0715490058
15/9-15,1671.768,HORDALAND GP.,Utsira Fm.,13.200967789,1.7570707798,1.7570707798,1.2524657249,2.0897114277,59.069351196,0.4530525804,2.8360140324,125.22277069,66.074211121,12.250000954,53.119743347,0.0873893723
15/9-15,1709.616,HORDALAND GP.,Utsira Fm.,14.40626049,0.9548288584,0.9548288584,1.0229197741,1.9564269781,60.34021759,0.4328651428,2.6057977676,146.89074707,68.780921936,12.250000954,48.885147095,0.0661831647
15/9-15,1709.768,HORDALAND GP.,Utsira Fm.,14.445398331,1.0401550531,1.0401550531,1.0104118586,2.0411775112,64.815216064,0.4387797713,2.7192676067,145.13877869,69.290214539,12.250000954,48.882572174,0.079906553
15/9-15,1709.92,HORDALAND GP.,Utsira Fm.,14.42810154,1.0908423662,1.0908423662,0.9996033311,2.1326811314,68.804756165,0.4596294761,2.8650379181,138.57020569,69.212364197,12.250000954,48.880146027,0.0854437649
15/9-15,1710.072,HORDALAND GP.,Utsira Fm.,14.365493774,1.0511174202,1.0511174202,0.9999200106,2.1712036133,72.480499268,0.4861061275,3.1221885681,134.59382629,69.100975037,12.250000954,48.877403259,0.087685965
15/9-15,1714.176,HORDALAND GP.,Utsira Fm.,14.063889503,1.0594130754,1.0594130754,0.9341027737,2.1875450611,69.54434967,0.3884408474,3.2419872284,124.92881012,67.656059265,12.250000954,60.862770081,0.05491383
15/9-15,1714.328,HORDALAND GP.,Utsira Fm.,13.884067535,0.9548802972,0.9548802972,0.9464292526,2.1142988205,66.504264832,0.4129188061,2.9137220383,129.85334778,68.539886475,12.250000954,60.697555542,0.0599019863
