PC0,PC1,PC2
7.528290560251683,0.5873788944763181,3.8517993677077675
6.016651678704432,0.7320215227176575,3.827129177876055
4.8151660569429175,0.20243487616473851,3.029770334211442
4.704944090063858,0.1104937274153507,3.486301429086981
5.315758117520525,-0.08009389039424264,3.9516949059809545
5.872816160230854,-0.1461398494269187,3.900852565132983
6.300333460879869,-0.07101472960871345,3.6641817078032464
5.488985092143685,0.32416427547772936,3.0949189390947036
5.07438185087027,0.39354119314134534,3.136940078654812
4.871415675102368,0.3017260900587919,3.275842379472964
5.818242780692061,0.610920425362992,3.00047040365635
5.670862676639664,0.5177633597726236,3.350483068336136
5.427878716519006,0.4290068633584377,3.5065943084515894
5.393595941296414,0.35462611435427943,3.6097791671699557
4.708856758081158,0.13775640825830754,2.551663447516471
5.1151027238760145,0.10570065355693939,2.6894108014256335
4.834105349275838,0.18641398936998357,2.0817568545409797
5.064610001772075,0.08152375873858858,2.0622954862168204
6.209689875298196,0.31723956669687087,4.311783449796276
5.816731118690778,0.4089729659135636,4.0195580126252635
5.807272315373075,0.4451492390315396,4.158695671164001
5.634567130756994,0.0430005812777314,3.380927514687578
5.132350676994842,0.010680888963877594,2.4273899999286757
5.19296988257856,-0.0058984068039829776,1.8964904253131312
5.714576893081594,0.019017772834282683,2.173424338605749
6.704674960441483,0.8478460335334114,3.904680813909283
7.016836942796357,0.8858933112002418,3.8470153160040286
6.278959174553052,1.4632173247611393,2.8956819187041836
5.98646357388492,1.2168992688875535,2.790326404948545
5.912902362522191,0.7452631698077767,2.766399309535604
5.54657207245334,1.0606887941497196,3.5814693529982535
5.15107598189804,1.0602653496605836,3.1720969081638306
5.186118849402712,0.9664349548098161,3.268502585914249
3.7296884153619416,1.2300885421302477,3.071355160191369
3.9594471360856076,1.0962207857745205,3.2241400585851068
5.223271859956359,0.87079830258974,3.8000225105511047
6.593299831747656,0.5216671026741995,2.8109115003245697
6.575905198565142,0.506602435162631,3.089741238972124
4.757985685610769,0.609767298874629,2.7958274050664045
4.7345403682009435,0.5158193992308917,2.437862073678846
4.803681384184458,0.4373612885770162,2.2001757767473324
7.027779956254029,1.4738470618336645,4.642427772188337
6.8531660333356,1.3339868611417682,4.4993687391054085
6.8039774061079585,1.3838349964522647,4.325567086857832
6.656334837479007,1.3587395941286045,4.155656946541254
6.557321987664199,1.316902832816419,4.040203157473899
6.54590450933861,1.2105251992029389,4.058228349942365
6.536431327024379,1.1158754913316324,4.162923181312667
6.6107373399371685,1.2528604103540957,4.347965426720484
7.2781156954750035,1.2520115237627498,4.660560898811723
7.205767880565167,1.3686629393847893,4.577275987889814
7.0454337894044174,1.6186344567031388,4.604797799463944
7.030731449740761,1.6865115819134935,4.443214341076705
7.002891337851604,1.6089439035037936,4.253188381320517
6.9413226060778666,1.511913719673869,4.228942556672773
6.960460826697346,1.481101079194075,4.387285592382769
6.856403043503992,1.4622330590011199,4.458435704337726
6.671932601931836,1.4572359157723616,4.359595978324431
6.639527239902021,1.4415562506624366,4.051263924367393
6.413568086669036,1.3788284047586252,3.858669809232856
6.355834412793137,1.427208319745882,4.019851493309412
6.508674784861657,1.5423336874884266,4.4123304933698
6.230667643390899,0.23877986326773196,3.485121900528294
5.740946254660981,0.5367679488585819,2.9406679129912323
5.312669902956142,0.7074844847541402,2.4209179419225477
5.2750495042551675,0.7862351863912563,2.1119340024524145
5.606833383341117,0.8462950384550685,2.121488225791973
6.174052763806854,1.035194566342855,2.501356494884071
3.0696121049199023,0.7673966763843586,1.5980561872916326
3.199053144662998,0.8487576973948991,1.485832786054458
3.802353814586402,0.9564253137154202,1.5889933362819901
5.087402474984182,1.0844193038650225,2.134018659858593
5.984179423671387,1.1595807378630314,2.635648746631321
6.551026331264062,1.2766510831717717,3.148045265634561
4.489025013280612,0.6773562502839544,1.8871569658731615
4.941452563778669,0.5433548506863786,1.933939907825831
5.529952689030597,0.3545960965986236,2.330261533811274
5.936819916620891,0.048031051329246885,2.732866460710498
4.339588018193981,0.039252615578108586,1.6200669926820703
3.7579835033499456,0.7577133625339788,1.8126668171915394
2.8155586437700992,1.046055104280826,1.7400895746155802
2.623020590815941,1.0384402574739662,1.9936063570597438
2.916588938786534,0.9943966060863381,2.372328353106248
3.4052163919075262,0.9221105279156573,2.5238052759802336
4.560432370666645,0.12347506599516617,2.611122732652469
3.952401111379997,0.10986596335891176,1.3202711708443216
3.864607432471904,0.12220929120082451,1.239725801461418
3.9396440687497125,0.13072255599093063,1.1977256491495316
4.008783531715233,0.1524394932080133,1.096274481885748
4.058292656579196,0.1610034711768189,0.9157942404885752
3.9886004329085116,0.1427475840896142,0.7105141544530981
3.846013676893039,0.23427701076828633,0.6002662909738387
3.689666500401847,0.4067707280047409,0.6153775652323186
3.6690290193306945,0.4714505192455982,0.6921728899097919
3.62706019570071,0.510077561611373,0.5851690640528189
3.5488171865658718,0.5845230850452177,0.3686976043434639
3.525908679731004,0.618099975371434,0.28238395270876465
3.6492032634590115,0.4199456336076303,0.36067630136608375
3.63179329377152,0.14828549275088118,0.9008616351632694
3.713711522232567,0.12751233553280028,0.960728315192904
3.7474974731897226,0.10290267456052005,0.936167927416295
3.704058493276872,0.0792193583496897,0.8257231665378597
3.626578357574158,0.06914703211800835,0.821534503176611
4.128701238772816,0.08750356609474258,1.9286859026480636
4.113989797658571,0.11996359847766477,1.661472062444871
4.155007327842587,0.1292989435421396,1.583521214593249
4.241536100244306,-0.00599477310266356,1.6393501364183287
4.136508610171318,-0.09649267208684946,0.8327019748930193
3.998197186302291,0.10703143752889513,0.6374045643295847
3.907978600381043,0.180759609533369,0.5951674972136048
3.7916299158831928,0.24637358206619983,0.44060572905046314
3.665051295952165,0.2601983867337647,0.2256734674305434
3.5751222867911716,0.3325186959133447,0.050589061838046595
3.4217147579014124,0.5165851442280599,-0.056508458863700164
3.3678218151869257,0.49349415957572307,-0.01592840439131859
3.3111645925732565,0.46207477144864406,0.09656955752285085
3.2381820562596464,0.4646299401993697,0.2313274087499895
3.2585356623685295,0.46731319165073965,0.45589145176760126
3.3683463067720694,0.5036804512812066,0.6617571303320202
3.382684212463709,0.6618566826531447,0.6306740487331847
3.3092758594402265,0.8098182815715184,0.45362559114591283
3.251731575917039,0.8444090161588367,0.3461868085771663
3.3038922481942685,0.8107088153779411,0.495711102039218
3.4388622079394002,0.7722372454973429,0.7825484545133071
3.5183436986245122,0.6888590489334553,0.9831360828406351
3.595098837351331,0.5834091101354048,1.145287917622206
3.6305425928192614,0.5029372471363366,1.1878737128424177
3.657837621797515,0.4972875977399918,1.111640175118385
3.677717271590801,0.5245397015500657,0.9504396575526304
3.6551924141292274,0.5355970262853436,0.6544998679685382
3.6460903018478805,0.5356134344154097,0.46829117914507407
3.624352574836418,0.5278928352987997,0.36688191204742593
3.5833815485525773,0.490055785007746,0.32720348159690554
3.611436108603218,0.45188520596667964,0.33282288047789804
3.7310891318910926,0.4334516712633979,0.3595686537410077
3.881115854100705,0.4295514937174806,0.42912927369183906
4.001458333733602,0.46825587271811986,0.5830735944928004
4.120165594621443,0.584300025109575,0.8626947718804641
4.147240070522217,0.7339706315432727,1.1572500728216595
4.09835231168836,0.8341402608781608,1.3480712450043446
4.011292182682245,0.8567124596331844,1.5341308823883733
4.131196779510194,0.9020263677637999,1.8604277897328814
4.657071787381949,0.993002001011678,2.376614681500705
4.584557731131569,1.3548389606283298,2.1136594039451535
5.302821326327329,1.4759959127555478,2.41520191941447
5.77979571891555,1.6854641910307775,2.87243970241884
6.319452542447252,1.8618037443933926,3.583684223441103
6.7417300961936935,1.9486098813417487,4.118002246246401
6.833702231400786,1.88896999320064,4.184288906393993
5.107365781433698,1.45122926179139,3.1446116654268814
5.31888556974005,1.4078633661759252,3.2279786494519693
5.558263503426996,1.369288269103562,3.4831142731811386
5.760173384923383,1.2402595918408081,4.116660853606653
5.673285503164983,1.033676875899309,4.053992634840117
5.554832780033016,1.0172918392784145,3.9260270016534564
5.64144268705875,0.9389814708758554,3.8463335157221303
5.36959382288489,1.0643546270538558,3.6657748933336776
5.484583210176428,1.1635696757364078,3.489562595323603
5.937192805025564,1.8106951352290748,3.7217018671217335
5.9414158763076586,1.811128245089458,3.717947486441104
6.230608521267833,1.8789190159567353,3.9849178719235647
6.548375478606606,1.8707275691738254,4.023412148062596
4.567843939367853,1.3644492970982018,2.764079016020962
4.504352774878435,1.163318180208761,2.603876200472481
4.889173239732048,1.0290220497044544,2.78550559291812
5.375259749923658,0.952381788846772,3.033259710723672
2.368171405296204,1.5464426301792302,1.6532296432538014
2.0668774864192816,1.8022026734069472,1.8067994481948582
2.502605826500139,1.9287394774027102,1.968087614340892
4.667737447971775,1.9403951636421832,2.5437765549192264
4.147724700398348,1.5165329276469777,2.755599835880107
3.8859373119980125,1.5707963749088727,2.557366232116392
3.4945920453233428,1.6693486987718764,2.2083859609494776
3.42049567720226,1.283934587533337,1.9895995079271849
2.5409662484086373,1.3944948142836697,1.5677124583640214
2.3950441785806142,1.3058237125055474,1.602767429837135
2.7393809353496623,1.3381002736005514,1.9281390763998258
4.395422839704508,1.3765205448416804,2.8796189741074056
5.266026993244534,1.3573269302328483,3.376002547670906
5.6262567944452,1.2728065453186883,3.329031883927766
3.199461972984691,1.0127922752126348,1.3893276793131075
3.6951280512577878,0.910683075502095,1.712225758442381
4.221653546266999,0.9603402190777808,2.2567418239220958
5.050209124668153,0.9209783151203308,3.2686820464211817
6.106051143183,0.8615739819194832,3.551674242964104
6.011251112022405,0.9972166307584803,3.448695634051487
6.060211269418525,1.1393147328726951,3.4933802026385927
6.2827326365426295,1.2028557986807529,3.8008778485906425
6.396690550090354,1.1816714502018781,3.9671537779650166
5.884484213760361,1.0753068840561457,3.8220879918166744
5.860726064310894,1.0345554089822375,3.7332553615249457
5.747556260213281,1.2067726966996921,3.310560138562642
6.163256065603498,0.8550167886081297,2.906659612658632
6.227881358188717,0.9039515993216464,2.9593450310174965
5.035532476805518,1.5658822619004467,2.631593894228639
4.78144693557248,1.353832840786475,2.5509943391073073
4.855951238513185,1.0377976347421798,2.625972967974337
5.1441340399832605,0.8243100119166742,2.8688579939583305
5.367144727082481,1.6940716925311023,2.918347307276803
4.10254136177692,2.248817247605348,2.8343461351780492
3.877277074808637,2.1461259329748335,2.5848398336323046
4.001847443751426,2.097194097716695,2.4332983796100045
4.522867644135576,2.208770926054595,2.581865291869176
6.3365465810803805,2.210991429968578,2.87356811312786
6.073281193178364,1.7426171895438467,3.214034282596504
5.738520883208918,1.4983959791092185,3.617436271079975
5.077111822257687,1.1897935892798324,3.462696892459814
4.536220068393526,0.6473710028625069,2.9610177044962454
4.009318873836727,0.5179089274002068,2.4663618961896865
3.7815167883758325,0.5128601322220705,2.250384203194087
3.8160122920591095,0.48240967248954847,2.2397736036284934
3.9147702200362295,0.43379824015769053,2.233354246156757
3.9963917902329515,0.32556634813178437,2.2677105225332004
4.1820621450774125,0.14702741207336123,2.3994006429783727
4.259808083866293,0.044278437129356064,2.3238474566601233
4.55775604003823,-0.021628299933781445,2.0926880448727454
4.745257135959011,-0.08724665801197454,1.861473162491096
4.77342260580717,-0.10772734689762378,1.7622473998365868
5.049653079375279,-0.029805538147493694,2.068072202541479
4.855861543685783,0.08958862122246249,2.2134073088646193
4.796685431067933,0.22296925181426838,2.2500956747671204
4.455072212830142,0.5014546099441495,2.166520997005507
4.190425933248943,0.6845562222149134,2.2450487949148674
3.988931115968641,0.7054588722153626,2.377529632663651
3.6774293870308346,0.6941706366852647,2.235377315561614
3.743774942137829,0.6939342043836103,2.1326385020452996
3.934866291735922,0.6919518181703268,2.147518796446675
4.25225974786272,0.6431933160049903,2.3710699892006217
4.527957613621704,0.5967004862083425,2.624736214291477
4.431729549580046,0.5898746194644165,2.5606766510463332
4.311326949260726,0.6165880386683846,2.214037390054673
4.1816789756369435,0.6553996236161936,1.6103685849037588
4.076510022864015,0.6776160498172482,1.1561700024609476
4.233292626524335,0.7577117163705991,1.3028356053835832
4.54654170489802,0.9268252761788346,1.6649153918808501
4.46939440981933,0.9959779057334358,1.7004087901650602
4.525589586553914,0.9284482602198629,1.5225307705633893
4.1781646797385035,0.7883445816178739,1.211684000076984
3.8167021258225704,0.7304076513128677,1.1427701621582909
3.7986978716696704,0.7281255837337517,1.3073337386948014
3.7303606732945993,0.7124976692161928,1.3746447807628386
3.726847854161469,0.6785436079378353,1.3428570412915755
4.019330732266953,0.6391405276723332,1.4978197986294473
4.156784321592466,0.6324721241765017,1.8019544123569189
4.201032414717618,0.6351057924391659,2.1790414742489546
4.176221352416777,0.6337053227503786,2.472745896257524
4.107582060695165,0.6409878481793501,2.4143612344930663
3.919652779573478,0.7140697602358863,2.0402477289375165
3.8291750429434117,0.7806975018008309,1.7616355263302244
3.633092735282929,0.8947349120949418,1.4320872137877554
3.483972838720789,0.9752430951167252,1.2431895945926377
3.29845419705662,0.9832368391119373,1.1888963641679415
3.158186519436535,0.9423663186229811,1.2614896053906872
3.394919926143913,0.9075917246475832,1.3946356145983638
3.6862481208112854,0.85716756273702,1.5547515876122595
3.9169930924982546,0.7619734806123789,1.746520671914156
3.8864322955479844,0.6792509591551528,1.7166169686881103
3.939032255264816,0.6538765255572935,1.7691095442385447
3.8792230099210743,0.6534943465385918,2.1006033938683846
4.038215818189518,0.6352702120432764,2.7536539470129417
4.108202711238143,0.6228264543937629,2.967917166574476
4.012471057455172,0.6815719532988442,2.493476850249037
3.894314733987761,0.8083992139611829,1.8280771154391893
3.6515419582495543,0.8563172439911158,1.2902588507399904
3.5660664778229414,0.8745882777462177,1.0236142875438192
3.4817301519993933,0.8441637563489296,0.8977708182547185
3.3763959842104128,0.790410177893767,0.8202455903877263
3.483163935872193,0.7890034816935846,0.8350934017429372
3.5679247377874423,0.8248392877259084,0.7895254212856299
3.755823595003812,0.8866677890366312,0.919950066887212
3.8627079797028503,0.94115605218601,1.4226772468704192
3.889535777334722,0.9862905199057147,2.1252958151336374
3.8817975309460433,1.0260859204347514,2.422894470680621
3.6309773791077595,0.9899595286967713,2.0623713249452282
3.4028278170235544,1.032311183948424,1.533377837073743
3.244628800005323,1.0744493632181378,1.3138152695380656
3.020326250799302,1.0146608379289268,1.3843465665378534
2.905465108160015,0.9542263400114057,1.6184365890871841
2.9071089847756832,0.9453864513422794,1.8328933172451636
2.944890807237248,1.0361304903382103,1.8871696053385136
3.0733788217534475,1.1277291360444843,1.943164380285077
3.233979343699744,1.0836081793263794,2.018583183250538
3.309095666429172,0.9499268043000922,2.0042301241572016
3.2313071571633154,0.8454768015266173,1.8406008204985616
3.0186103711525383,0.8477474465626764,1.5177677389348798
3.051941572447856,0.8840654036305523,1.3152946773589964
3.075258728798663,0.8587418482149558,1.3226618660991711
3.1315430544174245,0.7985170355900213,1.3714241584300992
3.2330668275092815,0.7433027077756267,1.375392168468014
3.2066026734084545,0.7204261419778053,1.3499857366359578
3.175824587035831,0.6996016506112647,1.3855369587227582
3.078122367331555,0.723806414005206,1.4912438341285281
3.033558653507821,0.7917767155107267,1.6957076057496683
3.176377101067924,0.8249089074692606,1.8798932637779182
3.6293309813098307,0.768852250032271,1.941737137508344
4.238339879898129,0.6625776106336206,2.1655915330608333
4.53118158755341,0.6787844520502634,2.532210236312344
4.529191349049656,0.6257033969819654,2.7933363380373804
4.664178639200557,0.5540880401693951,2.847347811003765
4.79312445004435,0.8007670859217006,2.66252370745586
4.673121720884164,1.2206181064372459,2.290794197620222
4.087316281004993,1.3760615070551812,1.6687176048364514
2.893537090545195,1.506499010751309,1.110824537830633
2.0820395122160558,1.4759285804027062,0.8865747000561355
2.34507081561411,1.4197996305508578,1.0210414898710207
2.7555172384598485,1.330070164697982,1.5202294841799768
3.55939626265531,1.0841032608043077,1.9794145683450732
1.4010549484765087,1.2124291167593981,1.111583464986816
0.3011753855424246,1.3543298523058336,0.8015828738203294
0.1819413036858546,1.2984294970605776,0.2776111247922272
0.9772591158680975,1.0850559641952409,0.1543241028283673
2.0418023440291564,0.811846036386279,0.682425919874572
2.8179601100721814,0.6480528571636448,1.2982279720376433
3.1983687890571435,0.6382550449920147,1.584433535841127
3.2750348915207406,0.7121646944739808,1.5321761120334276
3.110251125196757,0.7132604482533904,1.3472331680749967
2.719580821812462,0.8537521858652154,1.236900318601091
1.831086206057263,1.0902935340603301,1.0906507681464306
-0.06723623093729111,1.386489267380023,1.333064275640764
-2.8604566761837087,1.6986584680019858,2.4126951604607756
-2.7729637947756225,1.6748727813935724,1.4929988908265512
-1.1049657734470262,1.4666877974332615,0.48831183852657023
0.14640633436608586,1.2777818902361984,0.11047105308910475
1.0558380808826602,1.123144079734894,0.18046651330227614
1.8172412219765428,1.0042787556264074,0.4590019075591233
2.2586296638947174,0.9533958201147124,0.6357546863040249
2.335417008977423,0.9594449754884585,0.6567766730776675
2.424215114691682,0.9511395526253598,0.7619159305592031
2.583089004365851,0.9017601837313844,0.8957473849378067
2.634037369915639,0.8897468324595169,0.8518610732788998
2.653475590768122,0.9267635995413349,0.746888914770352
2.7742394175680514,0.8942041520421847,0.8752407549989801
2.955424464131936,0.7433040199346496,1.1344607361526509
3.113842038744703,0.5777701692737046,1.2151958601331414
3.4727461211075874,0.42079211192179966,1.8713831739130162
3.3845883356325266,0.41808614490766693,1.4687287536191371
3.286393815599528,0.4463761861167795,1.4450192035164164
3.4464454836885228,0.45614937352680335,2.3158165319874344
3.1704456457642634,0.5297624966433181,2.492419001409531
3.1714622763550406,0.45750085959380515,2.6666734561936227
3.6590719453167866,0.07080333304746346,2.103964939894483
3.691196854186937,0.09422963823421644,2.370720524656647
3.6833812763254343,0.15145079123518249,2.552365935692912
4.2220285272577005,0.37572169362394137,2.2436947030640693
3.9584490877261063,0.2871002818007797,1.7292688691778906
3.5972909958642965,0.20715285151109325,1.4409864583895409
3.1518552546044547,0.14128322628136264,1.397974134571724
3.098982778403613,0.46516415523801136,2.1932486858245985
3.0206094315145733,0.3981483986742739,1.8067153544229637
3.365183839744758,0.19374586289396037,2.7423494101949477
3.3678027074283907,0.6472362941681057,2.389361916892096
4.0693593394757315,0.6464283765780511,2.031898965013366
4.7165514543572575,0.6539528375257215,2.104275045359662
4.693916385374919,0.5854062747767328,2.6093339941714797
4.881235399263608,0.5615381478893328,3.2626415970519984
4.743567330820707,0.675151010998503,2.988753624368685
4.412964438349221,0.6424117536719236,2.9539734357065566
4.001268307337535,0.48422426945114694,2.9624461376472886
3.6577684754516206,0.3717652242208164,2.934956387820605
3.4484321087164784,0.2774249637598043,2.580736797682393
3.4880208012682528,0.2947363068084869,2.0234860330473214
3.651072581430765,0.38427837243335017,1.6335662225626149
3.9989536064053275,0.5044821785011797,1.8004170367255752
4.003155958436067,0.5503495846830768,2.167472523518171
3.9227409316345807,0.5566776585985884,2.5928136315871555
3.866854105710193,0.5346853426112382,2.9260265297716255
4.232749112491543,0.6544938330480347,2.7870868983827037
4.378960741108179,0.7602240389359287,2.8484772498435227
4.333017692559284,0.813304882734713,3.2238131396202654
4.442237692060174,0.5503819053326975,3.1610474781849187
4.293787162804994,0.5117719166306413,2.893174112661262
4.2831431057548395,0.6157330072987222,2.831601769188255
4.080779805427246,0.6993386171224987,2.7190902588593957
3.7629563315460697,0.5751377115024214,2.2262663580992155
3.3567233633158406,0.3672310264719436,1.526499363447149
3.3442605253449216,0.2522300849748548,1.35522988643528
3.3463158529835684,0.2448199182824552,1.6435318079267036
3.418359969053053,0.2756165747129155,2.1045743279145004
3.5899314510284537,0.3188417632823501,2.4414856581190394
4.079952567910149,0.32214939111078283,2.76094360388323
4.0075321282371155,0.292996992764001,2.843057116205112
3.951173367915562,0.5106973505453994,2.9724714992197088
4.039461520398906,0.6436277558087172,2.9869331997677486
3.621851602277573,0.6392566249293535,2.565686200599066
3.4750340829187727,0.6053368640986909,2.415898382413231
3.3724259964584156,0.5537317358657293,2.677521032869789
4.106024533997129,0.4223875083409287,2.832652324223438
4.603988229968333,0.4548423648803963,2.5862093661899173
4.98374553760907,0.5754439217876683,2.6516137809864015
5.119548582989856,0.7090461145171888,2.6879155935254646
4.932776370230401,0.8259163972870813,2.380596472480709
4.681505629407024,0.9076092139925999,2.1858072558969353
4.291839612980513,0.8851634503681366,2.4431596931498367
4.187407702964548,0.7342969365366653,3.0385210550868087
3.6817337371786305,0.5578580267602747,3.039922252335517
3.4878218894415993,0.49863565046078434,2.3555789025132294
3.2182962348843502,0.4752937066879119,1.5338740216260818
2.8631777930570803,0.48510419641615843,0.9832739792172142
2.7505898669783018,0.4826811562449359,0.9244221887524078
2.8837351029084095,0.25156584502727974,1.073061188785888
3.2358997793930455,0.24566093146822512,1.3261297080579102
3.46681607603749,0.22707201573770783,1.7246326855001728
3.646195490865291,0.21984792555050928,2.345482292548638
3.4469527346856954,0.7176208447830684,1.8037430097567164
3.343801274896855,0.815961990433343,1.4135786324936965
3.1186603273497897,0.837754979167626,0.9839264107708116
2.9408748072310944,0.7834652984201782,0.8109587977512714
2.97725874211475,0.7450696307536482,0.9654029966383453
3.1103432757896523,0.7052234914922164,1.2930202393292543
3.1931723000677446,0.6681618642883886,1.7974976543176884
3.322010812709187,0.5934229388994531,2.445971822425173
3.306535804274033,0.4737245451599814,2.8367715605453014
3.421903211643502,0.4030376492109101,2.739628425159785
3.6194443291875156,0.41999690859831323,2.3061337745446746
3.8179734254085744,0.47196924602823076,2.259400407182403
4.148229573921348,0.5478360961657311,2.901788772509652
3.65554388295135,0.6054297243098871,2.8038390403496027
3.235874215080729,0.5455066100252357,2.006100396505936
2.9552268889137956,0.5747083972074397,1.397768660502836
2.776712794997888,0.6106593874774898,1.0088531973447015
2.7206366431762308,0.6288862988399665,1.0285490846343903
2.822313222105186,0.6229426400610092,1.4255790874953673
2.938781998453298,0.6101466152185268,1.7338282301099648
3.312710847993862,0.6117014850175465,1.8094745774964522
3.392887819713704,0.5608781881352151,1.5058337818046001
3.4316195372087193,0.43015350598338775,1.5498921430196948
3.6727357076062064,0.37391392029979015,2.2003383936386336
4.645189313370111,0.49780136728448704,2.1652975085940693
4.320919948741299,0.4387618327950563,1.5912862097683265
3.6024008349704,0.38536135279099554,1.1660020932289012
3.768011778620175,0.3626042886098093,2.738931832936079
4.220021564271021,0.38705389650246214,2.1127309615641274
4.442622326205892,0.4016408766080456,1.6987446198013152
4.506090180289641,0.4252649393947489,1.6383072074069291
4.328767561033901,0.5076560083874826,1.663875766621339
4.091235358361463,0.587506841406474,1.6497425423782186
