DEPT,FORCE_2020_LITHOFACIES_CONFIDENCE,FORCE_2020_LITHOFACIES_LITHOLOGY,CALI,BS,ROPA,ROP,RDEP,RMED,RMIC,DTS,DTC,NPHI,PEF,GR,RHOB,DRHO,DEPTH_MD,X_LOC,Y_LOC,Z_LOC
439.56071456,,,,9.875,71.593475342,493.19320679,0.6351307034,0.5939999819,,,,,,,,,439.56069946,488393.65625,6853523.0,-414.5606689
439.71271456,,,,9.875,72.025436401,285.29290771,0.6591507792,0.6477849483,,,,,,,,,439.71270752,488393.65625,6853523.0,-414.712677
439.86471456,,,,9.875,72.457397461,17.129838943,0.7058658004,0.6516000032,,,,,,,,,439.86471558,488393.65625,6853523.0,-414.8646851
440.01671456,,,,9.875,72.165817261,163.4478302,0.7092000246,0.6760232449,,,,,,,,,440.01672363,488393.65625,6853523.0,-415.0166931
440.16871456,,,,9.875,68.556472778,272.36343384,0.7083665729,0.6779000163,,,,,,5.4087119102,,,440.16870117,488393.65625,6853523.0,-415.1686707
440.32071456,,,,9.875,64.695426941,765.14300537,0.7070073485,0.6779000163,,,,,,8.1197595596,,,440.32070923,488393.65625,6853523.0,-415.3206787
440.47271456,,,,9.875,60.834388733,1054.22229,0.7069000006,0.7040475011,,,,,,10.830805779,,,440.47271729,488393.65625,6853523.0,-415.4726868
440.62471456,,,,9.875,56.973258972,1235.8254395,0.7237917781,0.7063000202,,,,,,18.53266716,,,440.62472534,488393.65625,6853523.0,-415.6246948
440.77671456,,,,9.875,53.11220932,1072.2617188,0.725300014,0.7393450141,,,,,,26.665800095,,,440.77670288,488393.65625,6853523.0,-415.7766724
440.92871456,,,,9.875,49.251171112,777.34564209,0.8013294935,0.7423999906,,,,,,34.798851013,,,440.92871094,488393.65625,6853523.0,-415.9286804
441.08071456,,,,9.875,48.353199005,752.56347656,0.8086000085,0.7423999906,,,,,,42.933376312,,,441.08071899,488393.65625,6853523.0,-416.0806885
441.23271456,,,,9.875,49.554981232,752.56347656,0.8086000085,0.7939521074,,,,,,51.066654205,,,441.23272705,488393.65625,6853523.0,-416.2326965
441.38471456,,,,9.875,50.936359406,752.56347656,0.8134877086,0.7991999984,,,,,,59.199707031,,,441.38470459,488393.65625,6853523.0,-416.3846741
441.53671456,,,,9.875,52.317810059,752.56347656,0.8140000105,0.8335850835,,,,,,61.780025482,,,441.53671265,488393.65625,6853523.0,-416.5366821
441.68871456,,,,9.875,53.699188232,752.56347656,0.8784284592,0.8373000026,,,,,,63.775409698,,,441.6887207,488393.65625,6853523.0,-416.6886902
441.84071456,,,,9.875,55.080551147,973.16290283,0.8855999708,0.8752508759,,,,,,62.483978271,,,441.84072876,488393.65625,6853523.0,-416.8406982
441.99271456,,,,9.875,55.981773376,1216.8485107,0.8831843138,0.8795999885,,,,,,61.979598999,,,441.9927063,488393.65625,6853523.0,-416.9926758
442.14471456,,,,9.875,49.004722595,1460.5332031,0.8805806041,0.8795999885,,,,,,65.231254578,,,442.14471436,488393.65625,6853523.0,-417.1446838
442.29671456,,,,9.875,41.101821899,1704.2189941,0.8802999854,0.875775516,,,,,,64.82648468,,,442.29672241,488393.65625,6853523.0,-417.2966919
442.44871456,,,,9.875,33.199008942,1729.8701172,0.8479332924,0.8752999902,,,,,,63.926128387,,,442.44869995,488393.65625,6853523.0,-417.4486694
442.60071456,,,,9.875,25.296115875,1729.8701172,0.8438000083,0.7959958911,,,,,,62.350631714,,,442.60070801,488393.65625,6853523.0,-417.6006775
442.75271456,,,,9.875,17.393211365,1414.744873,0.7995513082,0.7856000066,,,,,,59.610786438,,,442.75271606,488393.65625,6853523.0,-417.7526855
442.90471456,,,,9.875,9.4903087616,801.67004395,0.7936000228,0.7856000066,,,,,,56.729221344,,,442.90472412,488393.65625,6853523.0,-417.9046936
443.05671456,,,,9.875,5.7755932808,360.46902466,0.7936000228,0.6628252864,,,,,,66.212257385,,,443.05670166,488393.65625,6853523.0,-418.0566711
443.20871456,,,,9.875,6.88372612,201.46342468,0.6295228601,0.4073348045,,,,,,69.184829712,,,443.20870972,488393.65625,6853523.0,-418.2086792
443.36071456,,,,9.875,8.5937385559,227.1697998,0.4469251931,0.4221128523,,,,,,66.253326416,,,443.36071777,488393.65625,6853523.0,-418.3606873
443.51271456,,,,9.875,10.303826332,301.13278198,0.3508912623,0.5095503926,,,,,,66.415397644,,,443.51272583,488393.65625,6853523.0,-418.5126953
443.66471456,,,,9.875,12.013838768,231.48414612,0.5610029101,0.7470449209,,,,,,67.139068604,,,443.66470337,488393.65625,6853523.0,-418.6646729
443.81671456,,,,9.875,13.723838806,80.755279541,0.6580441594,0.7565398216,,,,,,64.25605011,,,443.81671143,488393.65625,6853523.0,-418.8166809
443.96871456,,,,9.875,15.433924675,15.036841393,0.753454864,0.7194539905,,,,,,63.95797348,,,443.96871948,488393.65625,6853523.0,-418.968689
444.12071456,,,,9.875,14.416516304,1.1089644432,0.6636602879,0.777158916,,,,,,62.859909058,,,444.12072754,488393.65625,6853523.0,-419.120697
444.27271456,,,,9.875,12.763936996,0.0,0.7506741285,0.7421841621,,,,,,62.717533112,,,444.27270508,488393.65625,6853523.0,-419.2726746
444.42471456,,,,9.875,11.079483986,0.0,0.7630136609,0.7097736597,,,,,,61.789489746,,,444.42471313,488393.65625,6853523.0,-419.4246826
444.57671456,,,,9.875,9.3950176239,0.0,0.6362184882,0.7763030529,,,,,,65.554695129,,,444.57672119,488393.65625,6853523.0,-419.5766907
444.72871456,,,,9.875,7.7105498314,0.0,0.737539351,0.7351645827,,,,,,70.16242218,,,444.72872925,488393.65625,6853523.0,-419.7286987
444.88071456,,,,9.875,6.0260825157,0.0,0.75236696,0.7197562456,,,,,,67.41583252,,,444.88070679,488393.65625,6853523.0,-419.8806763
445.03271456,,,,9.875,5.7259645462,0.0,0.7136073112,0.7908746004,,,,,,68.227355957,,,445.03271484,488393.65625,6853523.0,-420.0326843
445.18471456,,,,9.875,8.0045747757,0.0,0.803316474,0.7387469411,,,,,,71.528282166,,,445.1847229,488393.65625,6853523.0,-420.1846924
445.33671456,,,,9.875,10.720627785,0.0,0.8120919466,0.7785897255,,,,,,73.861450195,,,445.33670044,488393.65625,6853523.0,-420.3366699
445.48871456,,,,9.875,13.436680794,3.2757506371,0.7734099627,0.8128261566,,,,,,75.951873779,,,445.4887085,488393.65625,6853523.0,-420.4886475
445.64071456,,,,9.875,16.152732849,11.711096764,0.8582395911,0.5402664542,,,,,,59.803375244,,,445.64071655,488393.65625,6853523.0,-420.6406555
445.79271456,,,,9.875,18.868785858,31.642724991,0.5927432179,0.7368403673,,,,,,55.927352905,,,445.79272461,488393.65625,6853523.0,-420.7926636
445.94471456,,,,9.875,21.58483696,55.453155518,0.7271173596,0.5745822191,,,,,,26.308134079,,,445.94470215,488393.65625,6853523.0,-420.9446411
446.09671456,,,,9.875,20.347265244,67.356033325,0.5675209761,0.5922721624,,,,,,5.0288395882,,,446.09671021,488393.65625,6853523.0,-421.0966492
446.24871456,,,,9.875,17.356679916,71.365638733,0.5487600565,0.804831624,,,,,,36.430740356,,,446.24871826,488393.65625,6853523.0,-421.2486572
446.40071456,,,,9.875,14.168749809,72.455284119,0.5959893465,0.5672890544,,,,,,40.28717041,,,446.40072632,488393.65625,6853523.0,-421.4006653
446.55271456,,,,9.875,10.980838776,72.357643127,0.5177593827,0.5812003016,,,,,,68.300331116,,,446.55270386,488393.65625,6853523.0,-421.5526428
446.70471456,,,,9.875,7.7928466797,71.944633484,0.5763918161,0.5965296626,,,,,,64.227104187,,,446.70471191,488393.65625,6853523.0,-421.7046509
446.85671456,,,,9.875,4.6049170494,71.732971191,0.6004790068,0.5960999727,,,,,,60.203392029,,,446.85671997,488393.65625,6853523.0,-421.8566589
447.00871456,,,,9.875,2.7697315216,71.503387451,0.6079590917,0.640452683,,,,,,68.804298401,,,447.00872803,488393.65625,6853523.0,-422.008667
447.16071456,,,,9.875,5.3127794266,71.134498596,0.6213197112,0.8215808868,,,,,,61.256969452,,,447.16070557,488393.65625,6853523.0,-422.1606445
447.31271456,,,,9.875,8.8248567581,70.807029724,0.9321423769,0.9031792879,,,,,,63.362937927,,,447.31271362,488393.65625,6853523.0,-422.3126526
447.46471456,,,,9.875,12.336994171,70.49066925,0.931389153,1.2126624584,,,,,,68.235717773,,,447.46472168,488393.65625,6853523.0,-422.4646606
447.61671456,,,,9.875,15.849151611,70.246704102,1.1591928005,0.9631740451,,,,,,63.44360733,,,447.61672974,488393.65625,6853523.0,-422.6166687
447.76871456,,,,9.875,19.361309052,70.017066956,0.9804393053,0.9206195474,,,,,,69.216835022,,,447.76870728,488393.65625,6853523.0,-422.7686462
447.92071456,,,,9.875,22.873386383,69.670829773,0.9682428241,1.269225359,,,,,,68.78604126,,,447.92071533,488393.65625,6853523.0,-422.9206543
448.07271456,,,,9.875,23.193714142,62.270072937,1.4004659653,1.0778330564,,,,,,65.882247925,,,448.07272339,488393.65625,6853523.0,-423.0726624
448.22471456,,,,9.875,21.228057861,51.54586792,1.3366701603,0.6347107887,,,,,,71.934455872,,,448.22470093,488393.65625,6853523.0,-423.2246399
448.37671456,,,,9.875,18.8757267,38.014156342,0.8590472341,1.0214711428,,,,,,55.637382507,,,448.37670898,488393.65625,6853523.0,-423.3766479
448.52871456,,,,9.875,16.523416519,26.671098709,0.7839510441,1.4588989019,,,,,,54.71881485,,,448.52871704,488393.65625,6853523.0,-423.528656
448.68071456,,,,9.875,14.171107292,36.195163727,1.3838831186,1.5253140926,,,,,,66.541259766,,,448.6807251,488393.65625,6853523.0,-423.6806641
448.83271456,,,,9.875,11.81871891,46.59910965,1.5510659218,1.5292617083,,,,,,55.082332611,,,448.83270264,488393.65625,6853523.0,-423.8326416
448.98471456,,,,9.875,9.7924318314,45.365619659,1.5460158587,1.5323642492,,,,,,64.415428162,,,448.98471069,488393.65625,6853523.0,-423.9846497
449.13671456,,,,9.875,10.116094589,37.498886108,1.5522896051,1.5351994038,,,,,,65.478492737,,,449.13671875,488393.65625,6853523.0,-424.1366577
449.28871456,,,,9.875,11.101623535,30.561250687,1.5878822803,1.562287569,,,,,,64.359703064,,,449.28872681,488393.65625,6853523.0,-424.2886658
449.44071456,,,,9.875,12.087129593,26.854505539,1.5937637091,1.5709660053,,,,,,69.22833252,,,449.44070435,488393.65625,6853523.0,-424.4406433
449.59271456,,,,9.875,13.072712898,24.938774109,1.5705161095,1.5408958197,,,,,,65.402542114,,,449.5927124,488393.65625,6853523.0,-424.5926514
449.74471456,,,,9.875,14.058242798,24.788492203,1.5462044477,1.5291419029,,,,,,62.069194794,,,449.74472046,488393.65625,6853523.0,-424.7446594
449.89671456,,,,9.875,15.043749809,23.207612991,1.5609390736,1.5326448679,,,,,,62.494686127,,,449.89672852,488393.65625,6853523.0,-424.8966675
450.04871456,,,,9.875,15.250798225,20.536935806,1.5704214573,1.5576428175,,,,,,63.098751068,,,450.04870605,488393.65625,6853523.0,-425.048645
450.20071456,,,,9.875,14.609319687,19.803892136,1.5650006533,1.5452740192,,,,,,68.036521912,,,450.20071411,488393.65625,6853523.0,-425.2006531
450.35271456,,,,9.875,13.773119926,17.250520706,1.5865329504,1.5710357428,,,,,,64.334457397,,,450.35272217,488393.65625,6853523.0,-425.3526611
450.50471456,,,,9.875,12.936920166,18.215862274,1.6264718771,1.6241885424,,,,,,64.719070435,,,450.50469971,488393.65625,6853523.0,-425.5046387
450.65671456,,,,9.875,12.100720406,21.783123016,1.6369276047,1.6276983023,,,,,,71.745483398,,,450.65670776,488393.65625,6853523.0,-425.6566467
450.80871456,,,,9.875,11.264521599,27.829967499,1.6238100529,1.6062594652,,,,,,68.613769531,,,450.80871582,488393.65625,6853523.0,-425.8086548
450.96071456,,,,9.875,10.429875374,40.166080475,1.6338707209,1.6269484758,,,,,,66.99533844,,,450.96072388,488393.65625,6853523.0,-425.9606628
451.11271456,,,,9.875,9.6321773529,57.216236115,1.6316303015,1.6372842789,,,,,,77.355415344,,,451.11270142,488393.65625,6853523.0,-426.1126404
451.26471456,,,,9.875,8.848736763,69.407501221,1.6237852573,1.6334869862,,,,,,79.4323349,,,451.26470947,488393.65625,6853523.0,-426.2646484
451.41671456,,,,9.875,8.065870285,73.659858704,1.625120163,1.6235835552,,,,,,77.128166199,,,451.41671753,488393.65625,6853523.0,-426.4166565
451.56871456,,,,9.875,7.2830309868,75.524658203,1.6230914593,1.6307088137,,,,,,76.767868042,,,451.56872559,488393.65625,6853523.0,-426.5686646
451.72071456,,,,9.875,6.5001912117,75.983901978,1.6403542757,1.6443084478,,,,,,77.638900757,,,451.72070313,488393.65625,6853523.0,-426.7206421
451.87271456,,,,9.875,5.7173509598,75.179908752,1.6596060991,1.6679794788,,,,,,72.994995117,,,451.87271118,488393.65625,6853523.0,-426.8726501
452.02471456,,,,9.875,5.6517682076,72.198562622,1.7075741291,1.6842548847,,,,,,70.235023499,,,452.02471924,488393.65625,6853523.0,-427.0246582
452.17671456,,,,9.875,6.7672595978,66.055358887,1.7319887877,1.7005344629,,,,,,69.315345764,,,452.17672729,488393.65625,6853523.0,-427.1766663
452.32871456,,,,9.875,8.2343988419,58.487926483,1.7168835402,1.6801080704,,,,,,66.331314087,,,452.32870483,488393.65625,6853523.0,-427.3286438
452.48071456,,,,9.875,9.7015380859,51.750614166,1.6795916557,1.6463842392,,,,,,68.28855896,,,452.48071289,488393.65625,6853523.0,-427.4806519
452.63271456,,,,9.875,11.16867733,50.689411163,1.6669313908,1.6390323639,,,,,,71.432365417,,,452.63272095,488393.65625,6853523.0,-427.6326599
452.78471456,,,,9.875,12.635816574,55.95488739,1.6708781719,1.65264678,,,,,,72.033485413,,,452.784729,488393.65625,6853523.0,-427.784668
452.93671456,,,,9.875,14.102954865,59.892120361,1.6780323982,1.6719394922,,,,,,72.646369934,,,452.93670654,488393.65625,6853523.0,-427.9366455
453.08871456,,,,9.875,14.164672852,55.342941284,1.6987144947,1.7012046576,,,,,,73.189987183,,,453.0887146,488393.65625,6853523.0,-428.0886536
453.24071456,,,,9.875,13.44510746,46.866634369,1.7313616276,1.7534698248,,,,,,74.106918335,,,453.24072266,488393.65625,6853523.0,-428.2406616
453.39271456,,,,9.875,12.64391613,40.628173828,1.8064703941,1.783949852,,,,,,74.194221497,,,453.3927002,488393.65625,6853523.0,-428.3926392
453.54471456,,,,9.875,11.8427248,38.073253632,1.8404471874,1.8261389732,,,,,,74.82169342,,,453.54470825,488393.65625,6853523.0,-428.5446472
453.69671456,,,,9.875,11.04153347,37.459487915,1.8739818335,1.8801062107,,,,,,72.186286926,,,453.69671631,488393.65625,6853523.0,-428.6966553
453.84871456,,,,9.875,10.24034214,34.155925751,1.8967359066,1.9097296,,,,,,71.596092224,,,453.84872437,488393.65625,6853523.0,-428.8486633
454.00071456,,,,9.875,9.497759819,31.018379211,1.9113814831,1.917698741,,,,,,72.211479187,,,454.0007019,488393.65625,6853523.0,-429.0006409
454.15271456,,,,9.875,8.9069728851,31.003171921,1.928725481,1.9275294542,,,,,,74.147720337,,,454.15270996,488393.65625,6853523.0,-429.1526489
454.30471456,,,,9.875,8.373544693,35.268592834,1.9654597044,1.9418971539,,,,,,75.627029419,,,454.30471802,488393.65625,6853523.0,-429.304657
454.45671456,,,,9.875,7.8401479721,39.836410522,1.9984459877,1.9764550924,,,,,,76.552978516,,,454.45672607,488393.65625,6853523.0,-429.456665
454.60871456,,,,9.875,7.3066840172,42.630149841,2.0381920338,2.0296800137,,,,,,74.622764587,,,454.60870361,488393.65625,6853523.0,-429.6086426
454.76071456,,,,9.875,6.7732553482,41.62550354,2.1349616051,2.1069056988,,,,,,72.203994751,,,454.76071167,488393.65625,6853523.0,-429.7606506
454.91271456,,,,9.875,6.2398591042,36.150245667,2.2648322582,2.163330555,,,,,,72.943481445,,,454.91271973,488393.65625,6853523.0,-429.9126587
455.06471456,,,,9.875,6.1583242416,30.178707123,2.3871729374,2.4488661289,,,,,,77.117431641,,,455.06472778,488393.65625,6853523.0,-430.0646667
455.21671456,,,,9.875,6.4443321228,24.710578918,2.5617761612,2.6686222553,,,,,,75.947807312,,,455.21670532,488393.65625,6853523.0,-430.2166443
455.36871456,,,,9.875,6.8026890755,17.982374191,2.8032157421,2.8082425594,,,,,,74.148658752,,,455.36871338,488393.65625,6853523.0,-430.3686523
455.52071456,,,,9.875,7.1610455513,12.431797028,3.0835680962,2.8420658112,,,,,,72.034042358,,,455.52072144,488393.65625,6853523.0,-430.5206604
455.67271456,,,,9.875,7.5193367004,9.671500206,3.3042814732,2.8301186562,,,,,,63.60181427,,,455.67272949,488393.65625,6853523.0,-430.6726685
455.82471456,,,,9.875,7.8776597977,8.9379348755,3.3817617893,2.8733701706,,,,,,56.730319977,,,455.82470703,488393.65625,6853523.0,-430.824646
455.97671456,,,,9.875,8.1393098831,9.241519928,3.1075043678,2.8307266235,,,,,,51.406799316,,,455.97671509,488393.65625,6853523.0,-430.9766235
456.12871456,,,,9.875,7.9502453804,9.5669374466,2.2190318108,2.3635196686,,,,,,50.319969177,,,456.12872314,488393.65625,6853523.0,-431.1286316
456.28071456,,,,9.875,7.5479040146,10.020598412,1.7962170839,1.8617405891,,,,,,46.459114075,,,456.28070068,488393.65625,6853523.0,-431.2806091
456.43271456,,,,9.875,7.1455631256,10.783849716,1.9435209036,1.2056319714,,,,,,35.666679382,,,456.43270874,488393.65625,6853523.0,-431.4326172
456.58471456,,,,9.875,6.7432217598,11.824978828,1.8425173759,0.8733529449,,,,,,26.248538971,,,456.5847168,488393.65625,6853523.0,-431.5846252
456.73671456,,,,9.875,6.3408808708,13.593348503,0.9518421888,0.6165954471,,,,,,22.60496521,,,456.73672485,488393.65625,6853523.0,-431.7366333
456.88871456,,,,9.875,5.938539505,17.210632324,0.4365257025,0.4476800859,,,,,,24.773780823,,,456.88870239,488393.65625,6853523.0,-431.8886108
457.04071456,,,,9.875,5.7515850067,22.223257065,0.4254775345,0.4619407058,,,,,,32.535068512,,,457.04071045,488393.65625,6853523.0,-432.0406189
457.19271456,,,,9.875,5.8124432564,23.318771362,0.6531279683,0.9516987801,,,,,,41.162937164,,,457.19271851,488393.65625,6853523.0,-432.192627
457.34471456,,,,9.875,5.9453935623,20.04173851,1.329729557,1.3829777241,,,,,,45.419269562,,,457.34472656,488393.65625,6853523.0,-432.344635
457.49671456,,,,9.875,6.0783438683,17.254289627,1.4460266829,1.3583837748,,,,,,40.804023743,,,457.4967041,488393.65625,6853523.0,-432.4966125
457.64871456,,,,9.875,6.2112941742,19.477052689,1.2655614614,0.9576047659,,,,,,34.973808289,,,457.64871216,488393.65625,6853523.0,-432.6486206
457.80071456,,,,9.875,6.3442444801,29.438108444,1.1633746624,0.682651639,,,,,,31.586502075,,,457.80072021,488393.65625,6853523.0,-432.8006287
457.95271456,,,,9.875,6.4963788986,39.989070892,0.8872261047,0.6758828163,,,,,,28.914260864,,,457.95272827,488393.65625,6853523.0,-432.9526367
458.10471456,,,,9.875,6.9110565186,42.573535919,0.7257464528,0.6243461967,,,,,,25.753255844,,,458.10470581,488393.65625,6853523.0,-433.1046143
458.25671456,,,,9.875,7.4807953835,38.867004395,0.6616832614,0.4739637971,,,,,,25.060651779,,,458.25671387,488393.65625,6853523.0,-433.2566223
458.40871456,,,,9.875,8.0505580902,35.028671265,0.530908227,0.3704531789,,,,,,24.975011826,,,458.40872192,488393.65625,6853523.0,-433.4086304
458.56071456,,,,9.875,8.6202974319,34.379283905,0.5013034344,0.4507796466,,,,,,25.171577454,,,458.56069946,488393.65625,6853523.0,-433.5606079
458.71271456,,,,9.875,9.189997673,33.867500305,0.7136453986,0.7345609665,,,,,,34.748188019,,,458.71270752,488393.65625,6853523.0,-433.712616
458.86471456,,,,9.875,9.7597589493,33.707427979,1.0470387936,0.8702940941,,,,,,42.727920532,,,458.86471558,488393.65625,6853523.0,-433.864624
459.01671456,,,,9.875,10.17343235,32.560745239,1.1965893507,1.0178357363,,,,,,44.624462128,,,459.01672363,488393.65625,6853523.0,-434.0166321
459.16871456,,,,9.875,10.334090233,27.590084076,1.3317933083,1.4226621389,,,,,,51.713665009,,,459.16870117,488393.65625,6853523.0,-434.1686096
459.32071456,,,,9.875,10.394571304,22.287946701,1.8156927824,1.8316956758,,,,,,54.409996033,,,459.32070923,488393.65625,6853523.0,-434.3206177
459.47271456,,,,9.875,10.455071449,18.197767258,2.4930539131,2.2440309525,,,,,,56.172077179,,,459.47271729,488393.65625,6853523.0,-434.4726257
459.62471456,,,,9.875,10.515612602,13.516015053,2.9019722939,2.7897984982,,,,,,59.661907196,,,459.62472534,488393.65625,6853523.0,-434.6246338
459.77671456,,,,9.875,10.576094627,9.5229845047,3.3088383675,3.0932025909,,,,,,62.803924561,,,459.77670288,488393.65625,6853523.0,-434.7766113
459.92871456,,,,9.875,10.636593819,7.3510632515,3.5670390129,3.2548677921,,,,,,65.104598999,,,459.92871094,488393.65625,6853523.0,-434.9286194
460.08071456,,,,9.875,10.603588104,6.1997284889,3.6210477352,3.4575312138,,,,,,65.262916565,,,460.08071899,488393.65625,6853523.0,-435.0806274
460.23271456,,,,9.875,10.49875164,6.1096143723,3.5938398838,3.4911646843,,,,,,65.087722778,,,460.23272705,488393.65625,6853523.0,-435.2326355
460.38471456,,,,9.875,10.390179634,7.704600811,3.2888989449,3.2419674397,,,,,,68.711784363,,,460.38470459,488393.65625,6853523.0,-435.384613
460.53671456,,,,9.875,10.281564713,10.653454781,2.9248838425,3.0304777622,,,,,,73.720619202,,,460.53671265,488393.65625,6853523.0,-435.5366211
460.68871456,,,,9.875,10.172950745,14.659852028,2.7346937656,2.7584311962,,,,,,75.26889801,,,460.6887207,488393.65625,6853523.0,-435.6886292
460.84071456,,,,9.875,10.064393044,21.159843445,2.5950510502,2.4435286522,,,,,,77.276199341,,,460.84072876,488393.65625,6853523.0,-435.8406372
460.99271456,,,,9.875,10.020841599,28.737663269,2.4384975433,2.3165278435,,,,,,75.735908508,,,460.9927063,488393.65625,6853523.0,-435.9926147
461.14471456,,,,9.875,10.129891396,27.922765732,2.3832564354,2.3052341938,,,,,,75.695899963,,,461.14471436,488393.65625,6853523.0,-436.1446228
461.29671456,,,,9.875,10.318239212,20.84210968,2.4039216042,2.352994442,,,,,,75.750915527,,,461.29672241,488393.65625,6853523.0,-436.2966309
461.44871456,,,,9.875,10.506544113,17.015359879,2.4525310993,2.4598014355,,,,,,72.980827332,,,461.44869995,488393.65625,6853523.0,-436.4486084
461.60071456,,,,9.875,10.694848061,17.128484726,2.5151641369,2.5614893436,,,,,,72.42325592,,,461.60070801,488393.65625,6853523.0,-436.6006165
461.75271456,,,,9.875,10.883208275,19.600446701,2.5782096386,2.6069748402,,,,,,73.063949585,,,461.75271606,488393.65625,6853523.0,-436.7526245
461.90471456,,,,9.875,11.071557045,20.385709763,2.6004974842,2.6099081039,,,,,,71.996246338,,,461.90472412,488393.65625,6853523.0,-436.9046326
462.05671456,,,,9.875,10.991397858,16.785299301,2.586274147,2.5923511982,,,,,,71.554725647,,,462.05670166,488393.65625,6853523.0,-437.0566101
462.20871456,,,,9.875,10.634098053,11.190284729,2.5591259003,2.5668628216,,,,,,70.07069397,,,462.20870972,488393.65625,6853523.0,-437.2086182
462.36071456,,,,9.875,10.229561806,6.8284115791,2.5061633587,2.5244324207,,,,,,67.906532288,,,462.36071777,488393.65625,6853523.0,-437.3606262
462.51271456,,,,9.875,9.8249721527,3.7287549973,2.4464552402,2.4755179882,,,,,,64.94934845,,,462.51272583,488393.65625,6853523.0,-437.5126343
462.66471456,,,,9.875,9.4203910828,1.9552386999,2.4046609402,2.4115457535,,,,,,62.42432785,,,462.66470337,488393.65625,6853523.0,-437.6646118
462.81671456,,,,9.875,9.0158557892,1.9102995396,2.3532991409,2.2366845608,,,,,,63.882720947,,,462.81671143,488393.65625,6853523.0,-437.8166199
462.96871456,,,,9.875,8.7127132416,3.8366816044,2.2576565742,2.1242954731,,,,,,68.554870605,,,462.96871948,488393.65625,6853523.0,-437.9686279
463.12071456,,,,9.875,8.7818441391,9.4168081284,2.1972203255,2.1492829323,,,,,,72.127365112,,,463.12072754,488393.65625,6853523.0,-438.120636
463.27271456,,,,9.875,9.1015558243,14.241657257,2.1867384911,2.1481099129,,,,,,72.076698303,,,463.27270508,488393.65625,6853523.0,-438.2726135
463.42471456,,,,9.875,9.4212617874,17.119638443,2.1554398537,2.1203174591,,,,,,70.725502014,,,463.42471313,488393.65625,6853523.0,-438.4246216
463.57671456,,,,9.875,9.7409210205,19.309520721,2.1295466423,2.1057195663,,,,,,70.253982544,,,463.57672119,488393.65625,6853523.0,-438.5766296
463.72871456,,,,9.875,10.0605793,19.016746521,2.124859333,2.0966587067,,,,,,68.814147949,,,463.72872925,488393.65625,6853523.0,-438.7286377
463.88071456,,,,9.875,10.380290031,17.849378586,2.123891592,2.0929334164,,,,,,69.093971252,,,463.88070679,488393.65625,6853523.0,-438.8806152
464.03271456,,,,9.875,10.272761345,16.787017822,2.1323475838,2.0941569805,,,,,,68.980445862,,,464.03271484,488393.65625,6853523.0,-439.0326233
464.18471456,,,,9.875,9.5817079544,15.321278572,2.1408362389,2.103348732,,,,,,65.26410675,,,464.1847229,488393.65625,6853523.0,-439.1846313
464.33671456,,,,9.875,8.7180299759,14.628638268,2.1489622593,2.1322481632,,,,,,64.517799377,,,464.33670044,488393.65625,6853523.0,-439.3366089
